rank,player,avg,total_sg_app,measured_rounds,tournament
1,J.T. Poston,2.275,6.825,3,The RSM Classic
2,Hayden Springer,2.256,6.768,3,The RSM Classic
3,Henrik Norlander,1.762,5.285,3,The RSM Classic
4,Callum Tarren,1.379,4.138,3,The RSM Classic
5,Eric Cole,1.328,3.985,3,The RSM Classic
6,Maverick McNealy,1.258,3.774,3,The RSM Classic
7,S.Y. Noh,1.201,3.603,3,The RSM Classic
8,Kevin Chappell,1.155,3.464,3,The RSM Classic
9,Joel Dahmen,0.924,2.772,3,The RSM Classic
10,Patrick Fishburn,0.824,2.473,3,The RSM Classic
11,Vince Whaley,0.815,2.445,3,The RSM Classic
12,Patrick Rodgers,0.802,2.405,3,The RSM Classic
13,Kelly Kraft,0.784,2.353,3,The RSM Classic
14,Jonathan Byrd,0.757,2.270,3,The RSM Classic
15,Michael Thorbjornsen,0.701,2.102,3,The RSM Classic
16,Daniel Berger,0.633,1.899,3,The RSM Classic
17,Taylor Moore,0.614,1.842,3,The RSM Classic
18,Adam Schenk,0.593,1.779,3,The RSM Classic
19,Will Gordon,0.547,1.641,3,The RSM Classic
20,Michael Kim,0.509,1.528,3,The RSM Classic
21,Chandler Phillips,0.491,1.473,3,The RSM Classic
22,Bud Cauley,0.487,1.460,3,The RSM Classic
23,Mackenzie Hughes,0.427,1.281,3,The RSM Classic
24,Lucas Glover,0.399,1.197,3,The RSM Classic
25,Adrien Dumont de Chassart,0.378,1.134,3,The RSM Classic
26,Sam Stevens,0.359,1.076,3,The RSM Classic
27,Nico Echavarria,0.351,1.054,3,The RSM Classic
28,Taylor Montgomery,0.345,1.034,3,The RSM Classic
29,Ben Griffin,0.276,0.829,3,The RSM Classic
30,Joseph Bramlett,0.268,0.805,3,The RSM Classic
31,Austin Eckroat,0.254,0.763,3,The RSM Classic
32,Blake McShea,0.225,0.675,3,The RSM Classic
33,Joe Highsmith,0.206,0.617,3,The RSM Classic
34,Brian Harman,0.182,0.547,3,The RSM Classic
35,Philip Knowles,0.163,0.489,3,The RSM Classic
36,Brandon Wu,0.128,0.385,3,The RSM Classic
37,Ludvig Åberg,0.110,0.331,3,The RSM Classic
38,Martin Laird,0.065,0.196,3,The RSM Classic
39,Adam Hadwin,0.031,0.094,3,The RSM Classic
40,Kevin Tway,0.015,0.046,3,The RSM Classic
41,Robby Shelton,0.002,0.007,3,The RSM Classic
42,Garrick Higgo,-0.071,-0.213,3,The RSM Classic
43,Lee Hodges,-0.084,-0.252,3,The RSM Classic
44,Martin Trainer,-0.110,-0.330,3,The RSM Classic
45,William McGirt,-0.157,-0.472,3,The RSM Classic
46,Patton Kizzire,-0.209,-0.628,3,The RSM Classic
47,Denny McCarthy,-0.212,-0.637,3,The RSM Classic
48,Davis Thompson,-0.237,-0.711,3,The RSM Classic
49,Andrew Novak,-0.388,-1.165,3,The RSM Classic
50,Stewart Cink,-0.416,-1.247,3,The RSM Classic
51,Marcus Byrd,-0.419,-1.257,3,The RSM Classic
52,Doug Ghim,-0.479,-1.437,3,The RSM Classic
53,Austin Smotherman,-0.489,-1.468,3,The RSM Classic
54,Matt Wallace,-0.506,-1.519,3,The RSM Classic
55,Luke Clanton,-0.524,-1.572,3,The RSM Classic
56,Lanto Griffin,-0.597,-1.790,3,The RSM Classic
57,Harris English,-0.609,-1.826,3,The RSM Classic
58,Adam Svensson,-0.631,-1.893,3,The RSM Classic
59,Ryo Hisatsune,-0.675,-2.025,3,The RSM Classic
60,Steven Fisk,-0.698,-2.094,3,The RSM Classic
61,Kevin Yu,-0.717,-2.151,3,The RSM Classic
62,Russell Knox,-0.725,-2.174,3,The RSM Classic
63,Tyson Alexander,-0.746,-2.238,3,The RSM Classic
64,Carson Young,-0.856,-2.569,3,The RSM Classic
65,S.H. Kim,-0.858,-2.575,3,The RSM Classic
66,Jake Knapp,-0.987,-2.960,3,The RSM Classic
67,Mark Hubbard,-1.039,-3.117,3,The RSM Classic
68,Paul Peterson,-1.274,-3.822,3,The RSM Classic
69,Christo Lamprecht,-1.507,-4.522,3,The RSM Classic
1,Justin Thomas,2.006,8.024,4,ZOZO CHAMPIONSHIP
2,Nico Echavarria,2.000,7.998,4,ZOZO CHAMPIONSHIP
3,Joel Dahmen,1.657,6.627,4,ZOZO CHAMPIONSHIP
4,Kurt Kitayama,1.155,4.621,4,ZOZO CHAMPIONSHIP
5,C.T. Pan,1.139,4.555,4,ZOZO CHAMPIONSHIP
6,Yuta Sugiura,1.117,4.469,4,ZOZO CHAMPIONSHIP
7,Carson Young,1.073,4.290,4,ZOZO CHAMPIONSHIP
8,Rickie Fowler,0.965,3.860,4,ZOZO CHAMPIONSHIP
9,Jhonattan Vegas,0.925,3.699,4,ZOZO CHAMPIONSHIP
10,Yuto Katsuragawa,0.883,3.532,4,ZOZO CHAMPIONSHIP
11,Si Woo Kim,0.869,3.477,4,ZOZO CHAMPIONSHIP
12,Ben Griffin,0.854,3.415,4,ZOZO CHAMPIONSHIP
13,Eric Cole,0.848,3.391,4,ZOZO CHAMPIONSHIP
14,J.J. Spaun,0.841,3.362,4,ZOZO CHAMPIONSHIP
15,Taisei Shimizu,0.738,2.952,4,ZOZO CHAMPIONSHIP
16,Max Greyserman,0.717,2.866,4,ZOZO CHAMPIONSHIP
17,Mark Hubbard,0.687,2.749,4,ZOZO CHAMPIONSHIP
18,Lee Hodges,0.684,2.737,4,ZOZO CHAMPIONSHIP
19,Ren Yonezawa,0.663,2.650,4,ZOZO CHAMPIONSHIP
20,Nick Taylor,0.659,2.637,4,ZOZO CHAMPIONSHIP
21,Tom Hoge,0.653,2.610,4,ZOZO CHAMPIONSHIP
22,Hideki Matsuyama,0.608,2.433,4,ZOZO CHAMPIONSHIP
22,Andrew Novak,0.608,2.430,4,ZOZO CHAMPIONSHIP
24,Victor Perez,0.589,2.357,4,ZOZO CHAMPIONSHIP
25,Matt Kuchar,0.581,2.324,4,ZOZO CHAMPIONSHIP
26,Kevin Yu,0.480,1.920,4,ZOZO CHAMPIONSHIP
27,Shugo Imahira,0.462,1.847,4,ZOZO CHAMPIONSHIP
28,Collin Morikawa,0.430,1.719,4,ZOZO CHAMPIONSHIP
29,Andrew Putnam,0.422,1.686,4,ZOZO CHAMPIONSHIP
30,Ryosuke Kinoshita,0.407,1.629,4,ZOZO CHAMPIONSHIP
31,Zac Blair,0.374,1.496,4,ZOZO CHAMPIONSHIP
32,Min Woo Lee,0.364,1.455,4,ZOZO CHAMPIONSHIP
33,K.H. Lee,0.359,1.434,4,ZOZO CHAMPIONSHIP
34,Xander Schauffele,0.317,1.269,4,ZOZO CHAMPIONSHIP
35,Ben Kohles,0.303,1.210,4,ZOZO CHAMPIONSHIP
36,Chan Kim,0.281,1.124,4,ZOZO CHAMPIONSHIP
37,Adam Svensson,0.235,0.938,4,ZOZO CHAMPIONSHIP
38,Rico Hoey,0.226,0.903,4,ZOZO CHAMPIONSHIP
39,Ben Silverman,0.225,0.901,4,ZOZO CHAMPIONSHIP
40,Sam Stevens,0.160,0.639,4,ZOZO CHAMPIONSHIP
41,Gary Woodland,0.105,0.419,4,ZOZO CHAMPIONSHIP
42,Nate Lashley,0.034,0.136,4,ZOZO CHAMPIONSHIP
43,Sahith Theegala,0.016,0.064,4,ZOZO CHAMPIONSHIP
44,Sami Valimaki,-0.041,-0.165,4,ZOZO CHAMPIONSHIP
45,Max Homa,-0.096,-0.383,4,ZOZO CHAMPIONSHIP
46,Kensei Hirata,-0.102,-0.408,4,ZOZO CHAMPIONSHIP
47,Taylor Moore,-0.146,-0.586,4,ZOZO CHAMPIONSHIP
48,Sungjae Im,-0.156,-0.625,4,ZOZO CHAMPIONSHIP
49,Takahiro Hataji,-0.196,-0.785,4,ZOZO CHAMPIONSHIP
49,Seamus Power,-0.196,-0.783,4,ZOZO CHAMPIONSHIP
51,Doug Ghim,-0.204,-0.815,4,ZOZO CHAMPIONSHIP
52,Chris Gotterup,-0.269,-1.078,4,ZOZO CHAMPIONSHIP
52,Takumi Kanaya,-0.269,-1.076,4,ZOZO CHAMPIONSHIP
54,Harry Hall,-0.277,-1.107,4,ZOZO CHAMPIONSHIP
55,Justin Lower,-0.288,-1.153,4,ZOZO CHAMPIONSHIP
56,Ryan Fox,-0.336,-1.346,4,ZOZO CHAMPIONSHIP
57,Ryo Ishikawa,-0.516,-2.066,4,ZOZO CHAMPIONSHIP
58,Will Zalatoris,-0.594,-2.377,4,ZOZO CHAMPIONSHIP
59,Mac Meissner,-0.614,-2.456,4,ZOZO CHAMPIONSHIP
60,Patrick Fishburn,-0.651,-2.603,4,ZOZO CHAMPIONSHIP
61,Ryo Hisatsune,-0.773,-3.093,4,ZOZO CHAMPIONSHIP
62,Chandler Phillips,-0.891,-3.563,4,ZOZO CHAMPIONSHIP
63,Patrick Rodgers,-0.917,-3.670,4,ZOZO CHAMPIONSHIP
64,Charley Hoffman,-1.032,-4.127,4,ZOZO CHAMPIONSHIP
65,S.H. Kim,-1.040,-4.161,4,ZOZO CHAMPIONSHIP
66,Naoyuki Kataoka,-1.163,-4.654,4,ZOZO CHAMPIONSHIP
67,Satoshi Kodaira,-1.168,-4.674,4,ZOZO CHAMPIONSHIP
68,Luke List,-1.171,-4.686,4,ZOZO CHAMPIONSHIP
69,Chad Ramey,-1.237,-4.947,4,ZOZO CHAMPIONSHIP
70,David Skinns,-1.247,-4.988,4,ZOZO CHAMPIONSHIP
71,Takashi Ogiso,-1.290,-5.161,4,ZOZO CHAMPIONSHIP
72,Hiroshi Iwata,-1.506,-6.026,4,ZOZO CHAMPIONSHIP
73,Adam Schenk,-1.690,-6.762,4,ZOZO CHAMPIONSHIP
74,Davis Riley,-1.793,-7.171,4,ZOZO CHAMPIONSHIP
75,Kaito Onishi,-1.826,-7.305,4,ZOZO CHAMPIONSHIP
76,Beau Hossler,-2.134,-8.535,4,ZOZO CHAMPIONSHIP
77,Brendon Todd,-2.825,-11.299,4,ZOZO CHAMPIONSHIP
1,Doug Ghim,1.663,6.652,4,Shriners Children's Open
2,Kurt Kitayama,1.561,6.242,4,Shriners Children's Open
3,Nate Lashley,1.347,5.389,4,Shriners Children's Open
4,Justin Suh,1.301,5.205,4,Shriners Children's Open
5,Gary Woodland,1.255,5.019,4,Shriners Children's Open
6,Davis Thompson,1.251,5.003,4,Shriners Children's Open
7,Bud Cauley,1.197,4.788,4,Shriners Children's Open
8,K.H. Lee,1.159,4.637,4,Shriners Children's Open
9,Michael Kim,1.080,4.318,4,Shriners Children's Open
10,Taylor Pendrith,1.002,4.006,4,Shriners Children's Open
11,Harry Hall,0.987,3.946,4,Shriners Children's Open
12,Ian Gilligan,0.969,3.875,4,Shriners Children's Open
13,Mark Hubbard,0.962,3.846,4,Shriners Children's Open
14,Norman Xiong,0.876,3.505,4,Shriners Children's Open
15,Camilo Villegas,0.812,3.247,4,Shriners Children's Open
16,Rico Hoey,0.803,3.211,4,Shriners Children's Open
17,Rickie Fowler,0.793,3.173,4,Shriners Children's Open
18,Lanto Griffin,0.792,3.167,4,Shriners Children's Open
19,Matti Schmid,0.790,3.158,4,Shriners Children's Open
20,J.T. Poston,0.718,2.872,4,Shriners Children's Open
21,Zac Blair,0.715,2.859,4,Shriners Children's Open
22,Scott Piercy,0.702,2.808,4,Shriners Children's Open
23,Alejandro Tosti,0.700,2.798,4,Shriners Children's Open
24,Ryan McCormick,0.684,2.736,4,Shriners Children's Open
25,Andrew Putnam,0.678,2.711,4,Shriners Children's Open
26,Francesco Molinari,0.668,2.670,4,Shriners Children's Open
27,Chad Ramey,0.662,2.646,4,Shriners Children's Open
28,Nicolo Galletti,0.601,2.404,4,Shriners Children's Open
29,Patrick Fishburn,0.595,2.378,4,Shriners Children's Open
30,Davis Riley,0.572,2.289,4,Shriners Children's Open
31,J.J. Spaun,0.550,2.201,4,Shriners Children's Open
32,Ryan Moore,0.527,2.109,4,Shriners Children's Open
33,Greyson Sigg,0.404,1.615,4,Shriners Children's Open
34,Chris Gotterup,0.352,1.408,4,Shriners Children's Open
35,Maverick McNealy,0.299,1.197,4,Shriners Children's Open
36,Joseph Bramlett,0.298,1.190,4,Shriners Children's Open
37,Neal Shipley,0.296,1.182,4,Shriners Children's Open
38,Jhonattan Vegas,0.260,1.038,4,Shriners Children's Open
39,David Lipsky,0.259,1.037,4,Shriners Children's Open
40,Austin Eckroat,0.209,0.834,4,Shriners Children's Open
41,Nick Taylor,0.158,0.631,4,Shriners Children's Open
42,Dan McCarthy,0.154,0.616,4,Shriners Children's Open
43,S.H. Kim,0.116,0.462,4,Shriners Children's Open
44,David Skinns,0.107,0.426,4,Shriners Children's Open
45,Matt Kuchar,0.080,0.318,4,Shriners Children's Open
46,C.T. Pan,0.055,0.221,4,Shriners Children's Open
47,Jacob Bridgeman,0.048,0.190,4,Shriners Children's Open
48,Garrick Higgo,0.002,0.009,4,Shriners Children's Open
49,Joe Highsmith,-0.007,-0.027,4,Shriners Children's Open
50,Ben Taylor,-0.017,-0.067,4,Shriners Children's Open
51,Trace Crowe,-0.070,-0.281,4,Shriners Children's Open
52,Luke List,-0.103,-0.413,4,Shriners Children's Open
53,Beau Hossler,-0.234,-0.937,4,Shriners Children's Open
54,Daniel Berger,-0.305,-1.221,4,Shriners Children's Open
55,Pierceson Coody,-0.457,-1.830,4,Shriners Children's Open
56,Erik van Rooyen,-0.536,-2.144,4,Shriners Children's Open
57,Ryan Fox,-0.633,-2.532,4,Shriners Children's Open
58,Taylor Moore,-0.683,-2.731,4,Shriners Children's Open
59,Harris English,-0.689,-2.757,4,Shriners Children's Open
60,Sam Stevens,-0.705,-2.822,4,Shriners Children's Open
61,Wilson Furr,-0.788,-3.153,4,Shriners Children's Open
62,Alex Smalley,-0.851,-3.405,4,Shriners Children's Open
63,Adam Schenk,-0.901,-3.604,4,Shriners Children's Open
64,Ben Silverman,-0.982,-3.928,4,Shriners Children's Open
65,Tyler Duncan,-0.994,-3.975,4,Shriners Children's Open
66,Vince Whaley,-1.129,-4.517,4,Shriners Children's Open
1,Lucas Glover,3.375,13.498,4,Black Desert Championship
2,Kurt Kitayama,2.626,10.504,4,Black Desert Championship
3,Mac Meissner,1.841,7.363,4,Black Desert Championship
4,Nico Echavarria,1.699,6.797,4,Black Desert Championship
5,Lee Hodges,1.542,6.169,4,Black Desert Championship
6,Joel Dahmen,1.517,6.066,4,Black Desert Championship
7,Adam Svensson,1.474,5.894,4,Black Desert Championship
8,Seamus Power,1.455,5.819,4,Black Desert Championship
9,Chris Kirk,1.336,5.344,4,Black Desert Championship
10,Doug Ghim,1.331,5.324,4,Black Desert Championship
11,Ben Griffin,1.273,5.090,4,Black Desert Championship
12,Henrik Norlander,1.192,4.768,4,Black Desert Championship
13,Norman Xiong,1.147,4.587,4,Black Desert Championship
14,Ryo Hisatsune,0.873,3.491,4,Black Desert Championship
15,Ben Kohles,0.857,3.426,4,Black Desert Championship
16,Stephan Jaeger,0.820,3.280,4,Black Desert Championship
17,Lanto Griffin,0.801,3.203,4,Black Desert Championship
18,Joseph Bramlett,0.786,3.142,4,Black Desert Championship
19,Zac Blair,0.777,3.106,4,Black Desert Championship
20,Joe Highsmith,0.734,2.937,4,Black Desert Championship
21,Alex Smalley,0.698,2.793,4,Black Desert Championship
22,Sam Ryder,0.688,2.751,4,Black Desert Championship
23,Nick Hardy,0.672,2.687,4,Black Desert Championship
24,Matt McCarty,0.538,2.151,4,Black Desert Championship
25,J.J. Spaun,0.504,2.017,4,Black Desert Championship
26,Daniel Berger,0.459,1.834,4,Black Desert Championship
27,Beau Hossler,0.445,1.778,4,Black Desert Championship
28,Alexander Björk,0.416,1.664,4,Black Desert Championship
29,Trace Crowe,0.404,1.617,4,Black Desert Championship
30,Scott Piercy,0.398,1.591,4,Black Desert Championship
31,Trey Mullinax,0.311,1.243,4,Black Desert Championship
32,Wesley Bryan,0.301,1.204,4,Black Desert Championship
32,Matti Schmid,0.301,1.205,4,Black Desert Championship
34,Chad Ramey,0.292,1.166,4,Black Desert Championship
35,Tom Whitney,0.286,1.145,4,Black Desert Championship
36,Greyson Sigg,0.235,0.940,4,Black Desert Championship
37,Jacob Bridgeman,0.200,0.798,4,Black Desert Championship
38,Chan Kim,0.164,0.657,4,Black Desert Championship
39,Harris English,0.155,0.619,4,Black Desert Championship
40,Cameron Champ,0.130,0.521,4,Black Desert Championship
41,Carson Young,0.121,0.482,4,Black Desert Championship
42,Wilson Furr,0.120,0.479,4,Black Desert Championship
42,Kevin Streelman,0.120,0.479,4,Black Desert Championship
44,Patton Kizzire,0.053,0.212,4,Black Desert Championship
45,Nick Taylor,0.027,0.106,4,Black Desert Championship
46,Rico Hoey,-0.034,-0.137,4,Black Desert Championship
47,Raul Pereda,-0.070,-0.282,4,Black Desert Championship
48,Max McGreevy,-0.079,-0.315,4,Black Desert Championship
49,Tyson Alexander,-0.081,-0.325,4,Black Desert Championship
50,Patrick Rodgers,-0.108,-0.431,4,Black Desert Championship
51,Harry Hall,-0.155,-0.619,4,Black Desert Championship
52,Roger Sloan,-0.228,-0.912,4,Black Desert Championship
53,Erik van Rooyen,-0.369,-1.476,4,Black Desert Championship
54,Will Gordon,-0.393,-1.574,4,Black Desert Championship
55,Philip Knowles,-0.399,-1.597,4,Black Desert Championship
56,Justin Suh,-0.460,-1.839,4,Black Desert Championship
57,Chez Reavie,-0.466,-1.866,4,Black Desert Championship
58,K.H. Lee,-0.534,-2.135,4,Black Desert Championship
59,Nate Lashley,-0.539,-2.157,4,Black Desert Championship
60,Alejandro Tosti,-0.595,-2.379,4,Black Desert Championship
61,Tyler Duncan,-0.794,-3.178,4,Black Desert Championship
62,Vince Whaley,-0.840,-3.360,4,Black Desert Championship
63,Ryan Fox,-0.972,-3.887,4,Black Desert Championship
64,Carl Yuan,-1.014,-4.058,4,Black Desert Championship
65,S.H. Kim,-1.044,-4.178,4,Black Desert Championship
66,Kevin Tway,-1.093,-4.374,4,Black Desert Championship
67,Chesson Hadley,-1.106,-4.425,4,Black Desert Championship
68,Erik Barnes,-1.639,-6.556,4,Black Desert Championship
69,Dylan Wu,-2.178,-8.711,4,Black Desert Championship
1,Eric Cole,2.509,10.035,4,Sanderson Farms Championship
2,Gary Woodland,1.875,7.502,4,Sanderson Farms Championship
3,Austin Smotherman,1.873,7.494,4,Sanderson Farms Championship
4,David Skinns,1.668,6.674,4,Sanderson Farms Championship
5,Matt NeSmith,1.567,6.269,4,Sanderson Farms Championship
6,Lucas Glover,1.554,6.215,4,Sanderson Farms Championship
7,Lee Hodges,1.440,5.759,4,Sanderson Farms Championship
8,Nick Dunlap,1.360,5.442,4,Sanderson Farms Championship
9,Charley Hoffman,1.117,4.468,4,Sanderson Farms Championship
10,Alex Smalley,1.022,4.089,4,Sanderson Farms Championship
11,Keith Mitchell,1.009,4.037,4,Sanderson Farms Championship
12,Ryan Fox,0.984,3.936,4,Sanderson Farms Championship
13,Ben Kohles,0.961,3.843,4,Sanderson Farms Championship
14,Mackenzie Hughes,0.945,3.782,4,Sanderson Farms Championship
15,Patton Kizzire,0.944,3.778,4,Sanderson Farms Championship
16,Justin Lower,0.822,3.289,4,Sanderson Farms Championship
17,Seamus Power,0.815,3.260,4,Sanderson Farms Championship
18,Andrew Novak,0.767,3.070,4,Sanderson Farms Championship
19,Beau Hossler,0.764,3.056,4,Sanderson Farms Championship
20,Ryan Hall,0.749,2.997,4,Sanderson Farms Championship
21,Martin Laird,0.672,2.690,4,Sanderson Farms Championship
22,Bud Cauley,0.671,2.685,4,Sanderson Farms Championship
23,Callum Tarren,0.664,2.658,4,Sanderson Farms Championship
24,Kevin Yu,0.653,2.613,4,Sanderson Farms Championship
25,Brice Garnett,0.620,2.480,4,Sanderson Farms Championship
26,Joseph Bramlett,0.617,2.468,4,Sanderson Farms Championship
27,Brandt Snedeker,0.580,2.320,4,Sanderson Farms Championship
28,Nick Hardy,0.569,2.278,4,Sanderson Farms Championship
29,Emiliano Grillo,0.553,2.213,4,Sanderson Farms Championship
30,Matti Schmid,0.456,1.823,4,Sanderson Farms Championship
31,Chesson Hadley,0.454,1.818,4,Sanderson Farms Championship
32,Chandler Phillips,0.429,1.715,4,Sanderson Farms Championship
33,Daniel Berger,0.413,1.653,4,Sanderson Farms Championship
33,Nate Lashley,0.413,1.651,4,Sanderson Farms Championship
35,Brandon Wu,0.403,1.614,4,Sanderson Farms Championship
36,Mac Meissner,0.398,1.592,4,Sanderson Farms Championship
37,Rickie Fowler,0.395,1.582,4,Sanderson Farms Championship
38,Joe Highsmith,0.381,1.524,4,Sanderson Farms Championship
39,Doug Ghim,0.374,1.496,4,Sanderson Farms Championship
40,Carson Young,0.313,1.253,4,Sanderson Farms Championship
41,Paul Barjon,0.255,1.022,4,Sanderson Farms Championship
42,Adrien Dumont de Chassart,0.254,1.015,4,Sanderson Farms Championship
43,Matt McCarty,0.249,0.998,4,Sanderson Farms Championship
44,Vince Whaley,0.195,0.780,4,Sanderson Farms Championship
45,Henrik Norlander,0.171,0.685,4,Sanderson Farms Championship
46,Wesley Bryan,0.038,0.152,4,Sanderson Farms Championship
47,Kevin Streelman,0.022,0.090,4,Sanderson Farms Championship
48,Will Gordon,0.007,0.028,4,Sanderson Farms Championship
49,Mark Hubbard,-0.004,-0.017,4,Sanderson Farms Championship
50,K.H. Lee,-0.039,-0.157,4,Sanderson Farms Championship
51,Trace Crowe,-0.127,-0.506,4,Sanderson Farms Championship
52,Trey Mullinax,-0.204,-0.815,4,Sanderson Farms Championship
53,Bill Haas,-0.267,-1.069,4,Sanderson Farms Championship
54,Patrick Fishburn,-0.278,-1.112,4,Sanderson Farms Championship
55,Jhonattan Vegas,-0.322,-1.289,4,Sanderson Farms Championship
56,Ben Griffin,-0.374,-1.497,4,Sanderson Farms Championship
57,Jacob Bridgeman,-0.510,-2.039,4,Sanderson Farms Championship
58,Roger Sloan,-0.537,-2.146,4,Sanderson Farms Championship
59,Michael Thorbjornsen,-0.552,-2.209,4,Sanderson Farms Championship
60,Luke List,-0.683,-2.730,4,Sanderson Farms Championship
61,Rico Hoey,-0.764,-3.057,4,Sanderson Farms Championship
62,Stephan Jaeger,-0.812,-3.248,4,Sanderson Farms Championship
63,Nicholas Lindheim,-0.832,-3.326,4,Sanderson Farms Championship
64,Sam Stevens,-0.867,-3.468,4,Sanderson Farms Championship
65,Chan Kim,-1.023,-4.090,4,Sanderson Farms Championship
66,Taylor Moore,-1.181,-4.722,4,Sanderson Farms Championship
67,Hayden Springer,-1.264,-5.056,4,Sanderson Farms Championship
68,Sami Valimaki,-1.466,-5.863,4,Sanderson Farms Championship
1,"Blaine Hale, Jr.",1.649,6.596,4,Procore Championship
2,Mackenzie Hughes,1.560,6.242,4,Procore Championship
3,Tom Hoge,1.545,6.182,4,Procore Championship
4,David Lipsky,1.380,5.520,4,Procore Championship
5,Matt Kuchar,1.328,5.311,4,Procore Championship
6,Johnny Keefer,1.221,4.886,4,Procore Championship
7,Joe Highsmith,1.134,4.537,4,Procore Championship
8,Luke Clanton,1.128,4.513,4,Procore Championship
9,Tom Whitney,1.108,4.432,4,Procore Championship
10,Greyson Sigg,1.059,4.236,4,Procore Championship
11,Rico Hoey,1.043,4.174,4,Procore Championship
12,Pierceson Coody,1.016,4.066,4,Procore Championship
13,Josh Teater,0.978,3.913,4,Procore Championship
14,Ben Kohles,0.916,3.663,4,Procore Championship
15,Patton Kizzire,0.861,3.445,4,Procore Championship
16,Nick Hardy,0.846,3.383,4,Procore Championship
17,Doug Ghim,0.806,3.225,4,Procore Championship
18,Corey Conners,0.672,2.687,4,Procore Championship
19,Andrew Putnam,0.658,2.634,4,Procore Championship
20,Brandt Snedeker,0.636,2.544,4,Procore Championship
21,Matti Schmid,0.617,2.468,4,Procore Championship
22,Chan Kim,0.615,2.461,4,Procore Championship
23,Lucas Glover,0.585,2.341,4,Procore Championship
24,Chez Reavie,0.576,2.305,4,Procore Championship
25,Sahith Theegala,0.530,2.121,4,Procore Championship
26,J.J. Spaun,0.477,1.908,4,Procore Championship
27,Garrick Higgo,0.446,1.785,4,Procore Championship
28,Patrick Rodgers,0.392,1.570,4,Procore Championship
29,Kevin Chappell,0.374,1.497,4,Procore Championship
30,Min Woo Lee,0.372,1.490,4,Procore Championship
31,Keith Mitchell,0.335,1.342,4,Procore Championship
32,Patrick Fishburn,0.329,1.316,4,Procore Championship
33,Justin Lower,0.325,1.301,4,Procore Championship
34,Justin Suh,0.306,1.224,4,Procore Championship
35,Rafael Campos,0.291,1.165,4,Procore Championship
36,Neal Shipley,0.271,1.083,4,Procore Championship
37,Sangmoon Bae,0.227,0.910,4,Procore Championship
38,Sam Stevens,0.221,0.883,4,Procore Championship
39,Webb Simpson,0.208,0.832,4,Procore Championship
40,Adam Svensson,0.180,0.722,4,Procore Championship
41,Lanto Griffin,0.172,0.687,4,Procore Championship
42,Jhonattan Vegas,0.161,0.643,4,Procore Championship
43,Wilson Furr,0.148,0.593,4,Procore Championship
44,David Skinns,0.039,0.155,4,Procore Championship
45,Henrik Norlander,0.024,0.098,4,Procore Championship
46,Chesson Hadley,-0.012,-0.047,4,Procore Championship
47,Joel Dahmen,-0.036,-0.145,4,Procore Championship
48,Charley Hoffman,-0.108,-0.433,4,Procore Championship
49,Chad Ramey,-0.111,-0.445,4,Procore Championship
50,Aaron Baddeley,-0.135,-0.540,4,Procore Championship
51,Martin Laird,-0.145,-0.580,4,Procore Championship
52,Austin Smotherman,-0.234,-0.937,4,Procore Championship
53,Ben Silverman,-0.327,-1.306,4,Procore Championship
54,Bud Cauley,-0.369,-1.474,4,Procore Championship
55,Roger Sloan,-0.396,-1.582,4,Procore Championship
56,Wesley Bryan,-0.416,-1.664,4,Procore Championship
57,Tom Johnson,-0.539,-2.157,4,Procore Championship
58,Brandon Wu,-0.567,-2.266,4,Procore Championship
59,Michael Thorbjornsen,-0.586,-2.343,4,Procore Championship
60,Kevin Dougherty,-0.647,-2.587,4,Procore Championship
61,Kevin Tway,-0.701,-2.802,4,Procore Championship
62,Zac Blair,-0.846,-3.383,4,Procore Championship
63,Chandler Phillips,-1.267,-5.067,4,Procore Championship
64,Brendon Todd,-1.510,-6.040,4,Procore Championship
65,J.B. Holmes,-1.921,-7.682,4,Procore Championship
1,Sahith Theegala,1.086,4.346,4,TOUR Championship
2,Sam Burns,1.023,4.093,4,TOUR Championship
3,Scottie Scheffler,0.999,3.996,4,TOUR Championship
4,Taylor Pendrith,0.872,3.489,4,TOUR Championship
5,Collin Morikawa,0.840,3.360,4,TOUR Championship
6,Hideki Matsuyama,0.675,2.699,4,TOUR Championship
7,Wyndham Clark,0.638,2.554,4,TOUR Championship
8,Russell Henley,0.619,2.478,4,TOUR Championship
9,Justin Thomas,0.601,2.404,4,TOUR Championship
10,Tony Finau,0.552,2.207,4,TOUR Championship
11,Matthieu Pavon,0.427,1.709,4,TOUR Championship
12,Viktor Hovland,0.342,1.368,4,TOUR Championship
13,Sepp Straka,0.317,1.268,4,TOUR Championship
14,Shane Lowry,0.208,0.832,4,TOUR Championship
15,Aaron Rai,0.057,0.230,4,TOUR Championship
16,Byeong Hun An,0.056,0.223,4,TOUR Championship
17,Sungjae Im,0.027,0.110,4,TOUR Championship
18,Xander Schauffele,-0.013,-0.052,4,TOUR Championship
19,Rory McIlroy,-0.168,-0.670,4,TOUR Championship
20,Tommy Fleetwood,-0.242,-0.968,4,TOUR Championship
21,Keegan Bradley,-0.376,-1.504,4,TOUR Championship
22,Robert MacIntyre,-0.428,-1.712,4,TOUR Championship
23,Ludvig Åberg,-0.463,-1.851,4,TOUR Championship
24,Adam Scott,-0.471,-1.885,4,TOUR Championship
25,Patrick Cantlay,-0.490,-1.958,4,TOUR Championship
26,Billy Horschel,-0.764,-3.054,4,TOUR Championship
