rank,player,avg,total_sg_t,total_sg_t2g,total_sg_p,measured_rounds,tournament
26,Corey Conners,1.534,6.135,7.156,-1.020,4,PGA Championship
26,Tommy Fleetwood,1.534,6.135,3.059,3.077,4,PGA Championship
26,Brian Harman,1.534,6.135,5.068,1.068,4,PGA Championship
26,Mark Hubbard,1.534,6.135,2.315,3.821,4,PGA Championship
26,Tom Kim,1.534,6.135,3.468,2.668,4,PGA Championship
26,Kurt Kitayama,1.534,6.135,8.030,-1.894,4,PGA Championship
26,Brooks Koepka,1.534,6.135,5.167,.969,4,PGA Championship
26,Ben Kohles,1.534,6.135,.141,5.995,4,PGA Championship
26,Min Woo Lee,1.534,6.135,1.697,4.439,4,PGA Championship
35,Brice Garnett,1.284,5.135,7.924,-2.788,4,PGA Championship
35,Doug Ghim,1.284,5.135,6.503,-1.367,4,PGA Championship
35,Max Homa,1.284,5.135,4.176,.960,4,PGA Championship
35,Hideki Matsuyama,1.284,5.135,3.486,1.650,4,PGA Championship
39,Alexander Björk,1.034,4.135,.555,3.581,4,PGA Championship
39,Joaquin Niemann,1.034,4.135,10.151,-6.015,4,PGA Championship
39,Aaron Rai,1.034,4.135,5.700,-1.564,4,PGA Championship
39,Jordan Smith,1.034,4.135,5.719,-1.583,4,PGA Championship
43,Byeong Hun An,0.784,3.135,2.900,.236,4,PGA Championship
43,Jason Day,0.784,3.135,.213,2.923,4,PGA Championship
43,Lucas Glover,0.784,3.135,3.235,-.099,4,PGA Championship
43,Lucas Herbert,0.784,3.135,-1.413,4.549,4,PGA Championship
43,Dustin Johnson,0.784,3.135,-.546,3.682,4,PGA Championship
43,Grayson Murray,0.784,3.135,5.696,-2.560,4,PGA Championship
43,Jordan Spieth,0.784,3.135,4.645,-1.509,4,PGA Championship
43,Adam Svensson,0.784,3.135,7.256,-4.120,4,PGA Championship
43,Matt Wallace,0.784,3.135,1.935,1.201,4,PGA Championship
43,Will Zalatoris,0.784,3.135,2.105,1.031,4,PGA Championship
53,Zac Blair,0.534,2.135,-3.875,6.011,4,PGA Championship
53,Patrick Cantlay,0.534,2.135,3.369,-1.233,4,PGA Championship
53,Thorbjørn Olesen,0.534,2.135,-1.298,3.434,4,PGA Championship
53,Andrew Putnam,0.534,2.135,-.295,2.431,4,PGA Championship
53,Patrick Reed,0.534,2.135,3.160,-1.024,4,PGA Championship
53,Jesper Svensson,0.534,2.135,-2.458,4.594,4,PGA Championship
53,Erik van Rooyen,0.534,2.135,-.017,2.153,4,PGA Championship
60,Talor Gooch,0.284,1.135,-3.453,4.589,4,PGA Championship
60,Adam Hadwin,0.284,1.135,2.619,-1.483,4,PGA Championship
60,Gary Woodland,0.284,1.135,.910,.226,4,PGA Championship
63,Rickie Fowler,0.034,0.135,.541,-.405,4,PGA Championship
63,Tyrrell Hatton,0.034,0.135,-1.047,1.183,4,PGA Championship
63,S.H. Kim,0.034,0.135,1.470,-1.334,4,PGA Championship
63,Cameron Smith,0.034,0.135,2.741,-2.605,4,PGA Championship
63,Cameron Young,0.034,0.135,-.782,.918,4,PGA Championship
68,Luke Donald,-0.216,-0.865,-2.170,1.306,4,PGA Championship
68,Nicolai Højgaard,-0.216,-0.865,1.164,-2.028,4,PGA Championship
68,Rasmus Højgaard,-0.216,-0.865,-1.051,.187,4,PGA Championship
68,Sebastian Soderberg,-0.216,-0.865,-.124,-.740,4,PGA Championship
72,Braden Shattuck,-0.466,-1.865,-12.024,10.160,4,PGA Championship
73,Martin Kaymer,-0.716,-2.865,-3.479,.615,4,PGA Championship
73,Alejandro Tosti,-0.716,-2.865,-8.682,5.818,4,PGA Championship
75,Ryan Fox,-1.216,-4.865,-3.072,-1.792,4,PGA Championship
76,Stephan Jaeger,-1.966,-7.865,-6.202,-1.662,4,PGA Championship
77,Jeremy Wells,-2.216,-8.865,-9.286,.422,4,PGA Championship
78,Brendon Todd,-2.966,-11.865,-3.257,-8.607,4,PGA Championship
1,Rory McIlroy,4.982,19.926,15.643,4.282,4,Wells Fargo Championship
2,Xander Schauffele,3.732,14.926,13.993,.932,4,Wells Fargo Championship
3,Byeong Hun An,2.982,11.926,3.937,7.988,4,Wells Fargo Championship
4,Jason Day,2.232,8.926,5.235,3.690,4,Wells Fargo Championship
4,Sungjae Im,2.232,8.926,2.867,6.058,4,Wells Fargo Championship
6,Mackenzie Hughes,1.982,7.926,1.388,6.537,4,Wells Fargo Championship
6,Denny McCarthy,1.982,7.926,3.005,4.920,4,Wells Fargo Championship
8,Max Homa,1.732,6.926,5.765,1.160,4,Wells Fargo Championship
8,Sepp Straka,1.732,6.926,4.233,2.692,4,Wells Fargo Championship
10,Russell Henley,1.482,5.926,3.910,2.015,4,Wells Fargo Championship
10,Grayson Murray,1.482,5.926,2.919,3.006,4,Wells Fargo Championship
10,Taylor Pendrith,1.482,5.926,2.263,3.662,4,Wells Fargo Championship
13,Sam Burns,1.232,4.926,2.795,2.130,4,Wells Fargo Championship
13,Corey Conners,1.232,4.926,7.459,-2.534,4,Wells Fargo Championship
13,Tommy Fleetwood,1.232,4.926,4.853,.072,4,Wells Fargo Championship
16,Christiaan Bezuidenhout,0.982,3.926,1.897,2.028,4,Wells Fargo Championship
16,Lucas Glover,0.982,3.926,6.775,-2.850,4,Wells Fargo Championship
16,Si Woo Kim,0.982,3.926,9.076,-5.151,4,Wells Fargo Championship
16,Collin Morikawa,0.982,3.926,.867,3.058,4,Wells Fargo Championship
16,Seamus Power,0.982,3.926,7.683,-3.758,4,Wells Fargo Championship
21,Keegan Bradley,0.732,2.926,3.108,-.183,4,Wells Fargo Championship
21,Stephan Jaeger,0.732,2.926,-.812,3.737,4,Wells Fargo Championship
21,Justin Thomas,0.732,2.926,3.358,-.433,4,Wells Fargo Championship
24,Nick Dunlap,0.482,1.926,1.523,.402,4,Wells Fargo Championship
24,Lee Hodges,0.482,1.926,-.430,2.355,4,Wells Fargo Championship
24,Viktor Hovland,0.482,1.926,3.183,-1.258,4,Wells Fargo Championship
24,Alex Noren,0.482,1.926,5.851,-3.926,4,Wells Fargo Championship
24,Webb Simpson,0.482,1.926,3.672,-1.747,4,Wells Fargo Championship
29,Patrick Cantlay,0.232,0.926,-.232,1.157,4,Wells Fargo Championship
29,Andrew Putnam,0.232,0.926,-2.459,3.384,4,Wells Fargo Championship
29,Patrick Rodgers,0.232,0.926,4.643,-3.718,4,Wells Fargo Championship
29,Adam Scott,0.232,0.926,.994,-.069,4,Wells Fargo Championship
29,Jordan Spieth,0.232,0.926,.626,.299,4,Wells Fargo Championship
34,Harris English,-0.019,-0.074,-3.193,3.118,4,Wells Fargo Championship
34,Kurt Kitayama,-0.019,-0.074,3.268,-3.343,4,Wells Fargo Championship
34,Matt Kuchar,-0.019,-0.074,-4.579,4.504,4,Wells Fargo Championship
34,Cameron Young,-0.019,-0.074,-.395,.320,4,Wells Fargo Championship
38,Cam Davis,-0.269,-1.074,-1.955,.880,4,Wells Fargo Championship
38,Tom Hoge,-0.269,-1.074,-1.757,.682,4,Wells Fargo Championship
38,Taylor Moore,-0.269,-1.074,-1.690,.615,4,Wells Fargo Championship
38,Gary Woodland,-0.269,-1.074,-7.406,6.331,4,Wells Fargo Championship
42,Akshay Bhatia,-0.519,-2.074,-7.970,5.895,4,Wells Fargo Championship
43,Rickie Fowler,-0.769,-3.074,-3.009,-.066,4,Wells Fargo Championship
43,Chris Kirk,-0.769,-3.074,1.058,-4.133,4,Wells Fargo Championship
43,Nick Taylor,-0.769,-3.074,-.399,-2.676,4,Wells Fargo Championship
43,Kevin Tway,-0.769,-3.074,-1.114,-1.961,4,Wells Fargo Championship
47,Wyndham Clark,-1.019,-4.074,-1.412,-2.663,4,Wells Fargo Championship
47,Brian Harman,-1.019,-4.074,-2.909,-1.166,4,Wells Fargo Championship
47,Tom Kim,-1.019,-4.074,-1.944,-2.131,4,Wells Fargo Championship
47,Shane Lowry,-1.019,-4.074,1.697,-5.772,4,Wells Fargo Championship
47,Adam Svensson,-1.019,-4.074,4.289,-8.364,4,Wells Fargo Championship
52,Tony Finau,-1.269,-5.074,-3.657,-1.418,4,Wells Fargo Championship
52,Matthew Fitzpatrick,-1.269,-5.074,-3.026,-2.049,4,Wells Fargo Championship
52,Adam Hadwin,-1.269,-5.074,-.975,-4.100,4,Wells Fargo Championship
52,Billy Horschel,-1.269,-5.074,-5.519,.444,4,Wells Fargo Championship
52,Justin Rose,-1.269,-5.074,-.446,-4.629,4,Wells Fargo Championship
52,Sahith Theegala,-1.269,-5.074,-3.648,-1.427,4,Wells Fargo Championship
58,Jake Knapp,-1.519,-6.074,-4.234,-1.841,4,Wells Fargo Championship
58,Ben Kohles,-1.519,-6.074,-5.055,-1.020,4,Wells Fargo Championship
60,J.T. Poston,-1.769,-7.074,-3.808,-3.267,4,Wells Fargo Championship
60,Brendon Todd,-1.769,-7.074,-9.111,2.036,4,Wells Fargo Championship
60,Will Zalatoris,-1.769,-7.074,-3.690,-3.385,4,Wells Fargo Championship
63,Austin Eckroat,-2.019,-8.074,-8.070,-.005,4,Wells Fargo Championship
64,Emiliano Grillo,-2.269,-9.074,-3.015,-6.060,4,Wells Fargo Championship
64,Adam Schenk,-2.269,-9.074,-10.537,1.462,4,Wells Fargo Championship
66,Peter Malnati,-2.769,-11.074,-10.074,-1.001,4,Wells Fargo Championship
67,Matthieu Pavon,-3.519,-14.074,-11.457,-2.618,4,Wells Fargo Championship
68,Eric Cole,-3.769,-15.074,-13.946,-1.129,4,Wells Fargo Championship
1,Chris Gotterup,4.252,17.007,9.519,7.489,4,Myrtle Beach Classic
2,Alistair Docherty,2.752,11.007,2.643,8.365,4,Myrtle Beach Classic
2,Davis Thompson,2.752,11.007,9.863,1.145,4,Myrtle Beach Classic
4,Jorge Campillo,2.502,10.007,3.925,6.083,4,Myrtle Beach Classic
4,Ryan Fox,2.502,10.007,4.687,5.321,4,Myrtle Beach Classic
4,Beau Hossler,2.502,10.007,3.530,6.478,4,Myrtle Beach Classic
4,Ryan McCormick,2.502,10.007,4.895,5.113,4,Myrtle Beach Classic
4,Erik van Rooyen,2.502,10.007,3.365,6.643,4,Myrtle Beach Classic
4,Kevin Yu,2.502,10.007,6.832,3.176,4,Myrtle Beach Classic
10,Chesson Hadley,2.252,9.007,.128,8.880,4,Myrtle Beach Classic
10,Patton Kizzire,2.252,9.007,6.030,2.978,4,Myrtle Beach Classic
10,Sam Stevens,2.252,9.007,4.555,4.453,4,Myrtle Beach Classic
13,Robert MacIntyre,2.002,8.007,5.215,2.793,4,Myrtle Beach Classic
13,Mac Meissner,2.002,8.007,5.632,2.376,4,Myrtle Beach Classic
13,Greyson Sigg,2.002,8.007,8.990,-.982,4,Myrtle Beach Classic
16,Ben Griffin,1.752,7.007,2.523,4.485,4,Myrtle Beach Classic
16,Thorbjørn Olesen,1.752,7.007,2.302,4.706,4,Myrtle Beach Classic
16,Ben Silverman,1.752,7.007,2.002,5.006,4,Myrtle Beach Classic
16,Dylan Wu,1.752,7.007,4.854,2.154,4,Myrtle Beach Classic
20,Patrick Fishburn,1.502,6.007,8.583,-2.575,4,Myrtle Beach Classic
20,Michael Kim,1.502,6.007,1.405,4.603,4,Myrtle Beach Classic
20,Henrik Norlander,1.502,6.007,3.917,2.091,4,Myrtle Beach Classic
20,David Skinns,1.502,6.007,4.437,1.571,4,Myrtle Beach Classic
20,Alex Smalley,1.502,6.007,4.248,1.760,4,Myrtle Beach Classic
20,Matt Wallace,1.502,6.007,2.762,3.246,4,Myrtle Beach Classic
26,Joseph Bramlett,1.252,5.007,7.850,-2.842,4,Myrtle Beach Classic
26,Blades Brown,1.252,5.007,4.202,.806,4,Myrtle Beach Classic
26,Scott Piercy,1.252,5.007,7.960,-2.952,4,Myrtle Beach Classic
26,Sam Ryder,1.252,5.007,5.410,-.402,4,Myrtle Beach Classic
26,Robby Shelton,1.252,5.007,2.102,2.906,4,Myrtle Beach Classic
26,J.J. Spaun,1.252,5.007,2.897,2.111,4,Myrtle Beach Classic
32,Trace Crowe,1.002,4.007,2.008,2.000,4,Myrtle Beach Classic
32,S.Y. Noh,1.002,4.007,2.351,1.657,4,Myrtle Beach Classic
32,Chez Reavie,1.002,4.007,2.691,1.317,4,Myrtle Beach Classic
32,Carson Young,1.002,4.007,-1.495,5.503,4,Myrtle Beach Classic
36,Daniel Berger,0.752,3.007,3.322,-.314,4,Myrtle Beach Classic
36,Parker Coody,0.752,3.007,.022,2.986,4,Myrtle Beach Classic
36,Thriston Lawrence,0.752,3.007,1.972,1.036,4,Myrtle Beach Classic
36,Kevin Streelman,0.752,3.007,3.442,-.434,4,Myrtle Beach Classic
40,Adrien Dumont de Chassart,0.502,2.007,-1.223,3.231,4,Myrtle Beach Classic
40,Max Greyserman,0.502,2.007,.546,1.462,4,Myrtle Beach Classic
40,Harry Hall,0.502,2.007,1.565,.443,4,Myrtle Beach Classic
40,Chan Kim,0.502,2.007,7.481,-5.473,4,Myrtle Beach Classic
40,Troy Merritt,0.502,2.007,-2.088,4.096,4,Myrtle Beach Classic
40,Roger Sloan,0.502,2.007,-2.370,4.378,4,Myrtle Beach Classic
46,Matt Atkins,0.252,1.007,4.213,-3.205,4,Myrtle Beach Classic
46,Jacob Bridgeman,0.252,1.007,-2.061,3.069,4,Myrtle Beach Classic
46,Zecheng Dou,0.252,1.007,-1.762,2.770,4,Myrtle Beach Classic
46,Victor Perez,0.252,1.007,1.029,-.021,4,Myrtle Beach Classic
50,Harry Higgs,0.002,0.007,-.092,.100,4,Myrtle Beach Classic
50,S.H. Kim,0.002,0.007,1.873,-1.865,4,Myrtle Beach Classic
50,Chandler Phillips,0.002,0.007,1.660,-1.652,4,Myrtle Beach Classic
50,Justin Suh,0.002,0.007,-3.268,3.276,4,Myrtle Beach Classic
54,Paul Barjon,-0.248,-0.993,-4.599,3.607,4,Myrtle Beach Classic
54,Alexander Björk,-0.248,-0.993,-1.708,.716,4,Myrtle Beach Classic
54,Pierceson Coody,-0.248,-0.993,-.428,-.564,4,Myrtle Beach Classic
54,Matt NeSmith,-0.248,-0.993,-.386,-.606,4,Myrtle Beach Classic
54,Andrew Novak,-0.248,-0.993,3.236,-4.228,4,Myrtle Beach Classic
59,Hayden Buckley,-0.498,-1.993,-.904,-1.088,4,Myrtle Beach Classic
59,Joel Dahmen,-0.498,-1.993,-6.994,5.002,4,Myrtle Beach Classic
61,Sean O'Hair,-0.748,-2.993,-2.422,-.570,4,Myrtle Beach Classic
61,Martin Trainer,-0.748,-2.993,-4.376,1.384,4,Myrtle Beach Classic
63,Anders Albertson,-0.998,-3.993,-4.929,.937,4,Myrtle Beach Classic
63,William McGirt,-0.998,-3.993,-5.946,1.954,4,Myrtle Beach Classic
63,Alejandro Tosti,-0.998,-3.993,-2.142,-1.850,4,Myrtle Beach Classic
66,Lanto Griffin,-1.248,-4.993,.532,-5.524,4,Myrtle Beach Classic
66,Davis Riley,-1.248,-4.993,-3.992,-1.000,4,Myrtle Beach Classic
68,Carl Yuan,-1.498,-5.993,-.560,-5.432,4,Myrtle Beach Classic
69,Taylor Dickson,-1.748,-6.993,-4.593,-2.399,4,Myrtle Beach Classic
70,Austin Smotherman,-1.998,-7.993,-.416,-7.576,4,Myrtle Beach Classic
1,Taylor Pendrith,3.108,12.433,8.716,3.717,4,THE CJ CUP Byron Nelson
2,Ben Kohles,2.858,11.433,7.532,3.901,4,THE CJ CUP Byron Nelson
3,Alex Noren,2.608,10.433,7.594,2.839,4,THE CJ CUP Byron Nelson
4,Byeong Hun An,2.358,9.433,6.275,3.158,4,THE CJ CUP Byron Nelson
4,S.H. Kim,2.358,9.433,2.799,6.634,4,THE CJ CUP Byron Nelson
4,Aaron Rai,2.358,9.433,8.324,1.109,4,THE CJ CUP Byron Nelson
4,Matt Wallace,2.358,9.433,10.923,-1.490,4,THE CJ CUP Byron Nelson
8,Jake Knapp,2.108,8.433,7.094,1.339,4,THE CJ CUP Byron Nelson
9,Rafael Campos,1.858,7.433,3.821,3.612,4,THE CJ CUP Byron Nelson
9,Troy Merritt,1.858,7.433,1.534,5.899,4,THE CJ CUP Byron Nelson
9,Taiga Semikawa,1.858,7.433,3.258,4.175,4,THE CJ CUP Byron Nelson
9,Kevin Tway,1.858,7.433,1.758,5.675,4,THE CJ CUP Byron Nelson
13,Daniel Berger,1.608,6.433,6.010,.423,4,THE CJ CUP Byron Nelson
13,Ben Griffin,1.608,6.433,4.168,2.265,4,THE CJ CUP Byron Nelson
13,Ryo Hisatsune,1.608,6.433,2.461,3.972,4,THE CJ CUP Byron Nelson
13,Si Woo Kim,1.608,6.433,7.545,-1.112,4,THE CJ CUP Byron Nelson
13,Kelly Kraft,1.608,6.433,9.305,-2.872,4,THE CJ CUP Byron Nelson
13,Adam Schenk,1.608,6.433,6.679,-.246,4,THE CJ CUP Byron Nelson
13,Alex Smalley,1.608,6.433,7.323,-.890,4,THE CJ CUP Byron Nelson
20,Austin Cook,1.358,5.433,-.568,6.001,4,THE CJ CUP Byron Nelson
20,Stephan Jaeger,1.358,5.433,6.332,-.899,4,THE CJ CUP Byron Nelson
20,Zach Johnson,1.358,5.433,-.204,5.637,4,THE CJ CUP Byron Nelson
20,Keith Mitchell,1.358,5.433,7.855,-2.422,4,THE CJ CUP Byron Nelson
24,Jorge Campillo,1.108,4.433,6.773,-2.340,4,THE CJ CUP Byron Nelson
24,Nico Echavarria,1.108,4.433,4.410,.023,4,THE CJ CUP Byron Nelson
24,Chris Gotterup,1.108,4.433,2.406,2.027,4,THE CJ CUP Byron Nelson
24,Patton Kizzire,1.108,4.433,1.976,2.457,4,THE CJ CUP Byron Nelson
24,Min Woo Lee,1.108,4.433,3.092,1.341,4,THE CJ CUP Byron Nelson
24,Justin Lower,1.108,4.433,2.233,2.200,4,THE CJ CUP Byron Nelson
30,Kevin Chappell,0.858,3.433,1.173,2.260,4,THE CJ CUP Byron Nelson
30,Kevin Dougherty,0.858,3.433,3.514,-.081,4,THE CJ CUP Byron Nelson
30,Adrien Dumont de Chassart,0.858,3.433,1.990,1.443,4,THE CJ CUP Byron Nelson
30,Nick Dunlap,0.858,3.433,1.835,1.598,4,THE CJ CUP Byron Nelson
30,Luke List,0.858,3.433,-.391,3.824,4,THE CJ CUP Byron Nelson
30,Max McGreevy,0.858,3.433,6.927,-3.494,4,THE CJ CUP Byron Nelson
30,Andrew Novak,0.858,3.433,1.575,1.858,4,THE CJ CUP Byron Nelson
30,Davis Riley,0.858,3.433,.884,2.549,4,THE CJ CUP Byron Nelson
30,Adam Scott,0.858,3.433,4.940,-1.507,4,THE CJ CUP Byron Nelson
30,Dylan Wu,0.858,3.433,.161,3.272,4,THE CJ CUP Byron Nelson
30,Carson Young,0.858,3.433,4.110,-.677,4,THE CJ CUP Byron Nelson
41,Aaron Baddeley,0.608,2.433,2.073,.360,4,THE CJ CUP Byron Nelson
41,Tom Hoge,0.608,2.433,6.839,-4.406,4,THE CJ CUP Byron Nelson
41,Mackenzie Hughes,0.608,2.433,-3.784,6.217,4,THE CJ CUP Byron Nelson
41,Sung Kang,0.608,2.433,1.272,1.161,4,THE CJ CUP Byron Nelson
41,Ryan McCormick,0.608,2.433,-1.324,3.757,4,THE CJ CUP Byron Nelson
41,Maverick McNealy,0.608,2.433,2.527,-.094,4,THE CJ CUP Byron Nelson
41,Vince Whaley,0.608,2.433,-5.279,7.712,4,THE CJ CUP Byron Nelson
48,Martin Laird,0.358,1.433,-1.470,2.903,4,THE CJ CUP Byron Nelson
48,Ben Martin,0.358,1.433,-.725,2.158,4,THE CJ CUP Byron Nelson
48,David Skinns,0.358,1.433,-1.786,3.219,4,THE CJ CUP Byron Nelson
48,Brandt Snedeker,0.358,1.433,.440,.993,4,THE CJ CUP Byron Nelson
52,Tyson Alexander,-0.142,-0.567,-7.114,6.547,4,THE CJ CUP Byron Nelson
52,Hayden Buckley,-0.142,-0.567,1.182,-1.749,4,THE CJ CUP Byron Nelson
52,Harrison Endycott,-0.142,-0.567,-2.156,1.589,4,THE CJ CUP Byron Nelson
52,Beau Hossler,-0.142,-0.567,-3.578,3.011,4,THE CJ CUP Byron Nelson
52,Mark Hubbard,-0.142,-0.567,-2.207,1.640,4,THE CJ CUP Byron Nelson
52,Tom Kim,-0.142,-0.567,-1.882,1.315,4,THE CJ CUP Byron Nelson
52,Scott Piercy,-0.142,-0.567,1.075,-1.642,4,THE CJ CUP Byron Nelson
59,Jason Day,-0.392,-1.567,-3.027,1.460,4,THE CJ CUP Byron Nelson
59,K.H. Lee,-0.392,-1.567,-3.276,1.709,4,THE CJ CUP Byron Nelson
59,S.Y. Noh,-0.392,-1.567,-5.664,4.097,4,THE CJ CUP Byron Nelson
62,Joel Dahmen,-0.642,-2.567,.702,-3.269,4,THE CJ CUP Byron Nelson
62,Sam Stevens,-0.642,-2.567,-2.076,-.491,4,THE CJ CUP Byron Nelson
64,Henrik Norlander,-0.892,-3.567,-2.467,-1.100,4,THE CJ CUP Byron Nelson
65,Kris Kim,-1.142,-4.567,-1.262,-3.305,4,THE CJ CUP Byron Nelson
66,Tom Whitney,-2.392,-9.567,-5.375,-4.192,4,THE CJ CUP Byron Nelson
1,Scottie Scheffler,3.102,12.406,12.291,.115,4,RBC Heritage
2,Sahith Theegala,2.352,9.406,4.900,4.506,4,RBC Heritage
3,Patrick Cantlay,2.102,8.406,8.136,.270,4,RBC Heritage
3,Wyndham Clark,2.102,8.406,4.676,3.730,4,RBC Heritage
5,J.T. Poston,1.852,7.406,3.687,3.719,4,RBC Heritage
5,Patrick Rodgers,1.852,7.406,.593,6.813,4,RBC Heritage
5,Sepp Straka,1.852,7.406,3.557,3.849,4,RBC Heritage
5,Justin Thomas,1.852,7.406,4.740,2.666,4,RBC Heritage
9,Collin Morikawa,1.602,6.406,3.061,3.345,4,RBC Heritage
10,Ludvig Åberg,1.352,5.406,5.562,-.156,4,RBC Heritage
10,Chris Kirk,1.352,5.406,6.434,-1.028,4,RBC Heritage
12,Tony Finau,1.102,4.406,4.941,-.535,4,RBC Heritage
12,Brian Harman,1.102,4.406,2.972,1.434,4,RBC Heritage
12,Russell Henley,1.102,4.406,6.332,-1.926,4,RBC Heritage
12,Sungjae Im,1.102,4.406,4.123,.283,4,RBC Heritage
12,Seamus Power,1.102,4.406,2.266,2.140,4,RBC Heritage
17,Austin Eckroat,0.852,3.406,2.882,.524,4,RBC Heritage
18,Akshay Bhatia,0.602,2.406,.525,1.881,4,RBC Heritage
18,Jason Day,0.602,2.406,-2.651,5.057,4,RBC Heritage
18,Rickie Fowler,0.602,2.406,4.378,-1.972,4,RBC Heritage
18,Brice Garnett,0.602,2.406,.228,2.178,4,RBC Heritage
18,Tom Hoge,0.602,2.406,1.777,.629,4,RBC Heritage
18,Stephan Jaeger,0.602,2.406,4.697,-2.291,4,RBC Heritage
18,Si Woo Kim,0.602,2.406,3.284,-.878,4,RBC Heritage
18,Tom Kim,0.602,2.406,-2.149,4.555,4,RBC Heritage
18,Andrew Putnam,0.602,2.406,1.560,.846,4,RBC Heritage
18,Xander Schauffele,0.602,2.406,-3.809,6.215,4,RBC Heritage
28,Christiaan Bezuidenhout,0.352,1.406,-2.241,3.647,4,RBC Heritage
28,Thomas Detry,0.352,1.406,-3.879,5.285,4,RBC Heritage
28,Harris English,0.352,1.406,-1.257,2.663,4,RBC Heritage
28,Matt Fitzpatrick,0.352,1.406,-.701,2.107,4,RBC Heritage
28,Denny McCarthy,0.352,1.406,-1.922,3.328,4,RBC Heritage
33,Eric Cole,0.102,0.406,-.279,.685,4,RBC Heritage
33,Lucas Glover,0.102,0.406,.808,-.402,4,RBC Heritage
33,Kurt Kitayama,0.102,0.406,4.929,-4.523,4,RBC Heritage
33,Rory McIlroy,0.102,0.406,1.864,-1.458,4,RBC Heritage
33,Alejandro Tosti,0.102,0.406,3.409,-3.003,4,RBC Heritage
33,Erik van Rooyen,0.102,0.406,.228,.178,4,RBC Heritage
39,Mackenzie Hughes,-0.149,-0.594,-4.463,3.869,4,RBC Heritage
39,Grayson Murray,-0.149,-0.594,-4.317,3.723,4,RBC Heritage
39,Jordan Spieth,-0.149,-0.594,-1.023,.429,4,RBC Heritage
42,Adam Hadwin,-0.399,-1.594,-.075,-1.519,4,RBC Heritage
42,Webb Simpson,-0.399,-1.594,.029,-1.623,4,RBC Heritage
44,Sam Burns,-0.649,-2.594,-.207,-2.387,4,RBC Heritage
44,Corey Conners,-0.649,-2.594,-1.137,-1.457,4,RBC Heritage
