rank,player,avg,total_sg_t,total_sg_t2g,total_sg_p,measured_rounds,tournament
1,Maverick McNealy,3.516,10.548,6.859,3.689,3,The RSM Classic
2,J.T. Poston,3.183,9.548,8.505,1.043,3,The RSM Classic
3,Mackenzie Hughes,3.172,9.517,2.934,6.583,3,The RSM Classic
4,Joel Dahmen,2.506,7.517,8.674,-1.157,3,The RSM Classic
4,Ben Griffin,2.506,7.517,5.013,2.504,3,The RSM Classic
6,Nico Echavarria,2.183,6.548,.973,5.575,3,The RSM Classic
7,Eric Cole,2.172,6.517,1.909,4.608,3,The RSM Classic
7,Lucas Glover,2.172,6.517,3.386,3.131,3,The RSM Classic
7,Kevin Yu,2.172,6.517,3.261,3.256,3,The RSM Classic
10,Daniel Berger,1.849,5.548,5.010,.538,3,The RSM Classic
10,Michael Kim,1.849,5.548,1.556,3.992,3,The RSM Classic
10,Kelly Kraft,1.849,5.548,1.123,4.425,3,The RSM Classic
10,Vince Whaley,1.849,5.548,2.860,2.688,3,The RSM Classic
14,Stewart Cink,1.839,5.517,5.189,.328,3,The RSM Classic
14,Chandler Phillips,1.839,5.517,1.489,4.028,3,The RSM Classic
16,Luke Clanton,1.516,4.548,1.688,2.860,3,The RSM Classic
16,Taylor Moore,1.516,4.548,2.464,2.084,3,The RSM Classic
16,S.Y. Noh,1.516,4.548,3.442,1.106,3,The RSM Classic
16,Henrik Norlander,1.516,4.548,7.736,-3.188,3,The RSM Classic
16,Patrick Rodgers,1.516,4.548,4.152,.396,3,The RSM Classic
21,Austin Eckroat,1.506,4.517,3.728,.789,3,The RSM Classic
21,Michael Thorbjornsen,1.506,4.517,2.672,1.845,3,The RSM Classic
23,Bud Cauley,1.183,3.548,5.792,-2.244,3,The RSM Classic
23,Adrien Dumont de Chassart,1.183,3.548,5.529,-1.981,3,The RSM Classic
23,Will Gordon,1.183,3.548,2.649,.899,3,The RSM Classic
23,Brian Harman,1.183,3.548,1.786,1.762,3,The RSM Classic
23,Denny McCarthy,1.183,3.548,.492,3.056,3,The RSM Classic
23,Hayden Springer,1.183,3.548,3.662,-.114,3,The RSM Classic
29,Joseph Bramlett,0.849,2.548,1.751,.797,3,The RSM Classic
29,Joe Highsmith,0.849,2.548,5.017,-2.469,3,The RSM Classic
29,Taylor Montgomery,0.849,2.548,.262,2.286,3,The RSM Classic
29,Carson Young,0.849,2.548,-1.476,4.024,3,The RSM Classic
33,Jonathan Byrd,0.839,2.517,-1.679,4.196,3,The RSM Classic
34,Patrick Fishburn,0.516,1.548,4.789,-3.241,3,The RSM Classic
34,Ryo Hisatsune,0.516,1.548,-2.735,4.283,3,The RSM Classic
34,Lee Hodges,0.516,1.548,2.974,-1.426,3,The RSM Classic
37,Adam Schenk,0.506,1.517,1.004,.513,3,The RSM Classic
38,Mark Hubbard,0.183,0.548,.512,.036,3,The RSM Classic
38,S.H. Kim,0.183,0.548,-1.139,1.687,3,The RSM Classic
38,Martin Laird,0.183,0.548,1.718,-1.170,3,The RSM Classic
38,Robby Shelton,0.183,0.548,-2.872,3.420,3,The RSM Classic
38,Austin Smotherman,0.183,0.548,-1.305,1.853,3,The RSM Classic
38,Sam Stevens,0.183,0.548,3.748,-3.200,3,The RSM Classic
44,Marcus Byrd,0.172,0.517,.135,.382,3,The RSM Classic
44,Garrick Higgo,0.172,0.517,5.302,-4.785,3,The RSM Classic
44,Christo Lamprecht,0.172,0.517,-3.733,4.250,3,The RSM Classic
44,Martin Trainer,0.172,0.517,-4.816,5.333,3,The RSM Classic
48,Doug Ghim,-0.151,-0.452,-1.616,1.164,3,The RSM Classic
48,Blake McShea,-0.151,-0.452,-2.786,2.334,3,The RSM Classic
48,Paul Peterson,-0.151,-0.452,-3.018,2.566,3,The RSM Classic
51,Andrew Novak,-0.161,-0.483,-.665,.182,3,The RSM Classic
51,Davis Thompson,-0.161,-0.483,2.929,-3.412,3,The RSM Classic
53,Ludvig Åberg,-0.484,-1.452,-.838,-.614,3,The RSM Classic
53,Adam Svensson,-0.484,-1.452,-2.886,1.434,3,The RSM Classic
55,Kevin Chappell,-0.494,-1.483,4.076,-5.559,3,The RSM Classic
56,Russell Knox,-0.817,-2.452,-1.185,-1.267,3,The RSM Classic
56,Callum Tarren,-0.817,-2.452,-3.023,.571,3,The RSM Classic
56,Kevin Tway,-0.817,-2.452,-.162,-2.290,3,The RSM Classic
56,Brandon Wu,-0.817,-2.452,-.602,-1.850,3,The RSM Classic
60,Patton Kizzire,-0.828,-2.483,1.294,-3.777,3,The RSM Classic
61,Adam Hadwin,-1.151,-3.452,-1.153,-2.299,3,The RSM Classic
62,Harris English,-1.161,-3.483,-1.063,-2.420,3,The RSM Classic
63,William McGirt,-1.484,-4.452,.191,-4.643,3,The RSM Classic
63,Matt Wallace,-1.484,-4.452,-1.293,-3.159,3,The RSM Classic
65,Tyson Alexander,-1.817,-5.452,-6.074,.622,3,The RSM Classic
65,Steven Fisk,-1.817,-5.452,-3.645,-1.807,3,The RSM Classic
67,Lanto Griffin,-2.151,-6.452,-3.192,-3.260,3,The RSM Classic
68,Jake Knapp,-2.484,-7.452,-6.202,-1.250,3,The RSM Classic
68,Philip Knowles,-2.484,-7.452,-3.839,-3.613,3,The RSM Classic
1,Nico Echavarria,3.636,14.544,10.272,4.272,4,ZOZO CHAMPIONSHIP
2,Max Greyserman,3.386,13.544,3.160,10.383,4,ZOZO CHAMPIONSHIP
2,Justin Thomas,3.386,13.544,14.314,-.770,4,ZOZO CHAMPIONSHIP
4,Rickie Fowler,2.886,11.544,3.908,7.636,4,ZOZO CHAMPIONSHIP
5,Kurt Kitayama,2.386,9.544,9.038,.505,4,ZOZO CHAMPIONSHIP
6,Eric Cole,1.886,7.544,2.714,4.830,4,ZOZO CHAMPIONSHIP
6,Si Woo Kim,1.886,7.544,3.082,4.461,4,ZOZO CHAMPIONSHIP
6,C.T. Pan,1.886,7.544,6.025,1.518,4,ZOZO CHAMPIONSHIP
6,J.J. Spaun,1.886,7.544,4.520,3.023,4,ZOZO CHAMPIONSHIP
6,Yuta Sugiura,1.886,7.544,6.642,.901,4,ZOZO CHAMPIONSHIP
11,Taylor Moore,1.636,6.544,5.038,1.506,4,ZOZO CHAMPIONSHIP
11,Jhonattan Vegas,1.636,6.544,4.291,2.252,4,ZOZO CHAMPIONSHIP
13,Harry Hall,1.386,5.544,2.264,3.280,4,ZOZO CHAMPIONSHIP
13,Sungjae Im,1.386,5.544,4.639,.905,4,ZOZO CHAMPIONSHIP
13,Seamus Power,1.386,5.544,-.409,5.952,4,ZOZO CHAMPIONSHIP
16,Lee Hodges,1.136,4.544,5.235,-.691,4,ZOZO CHAMPIONSHIP
16,Nate Lashley,1.136,4.544,2.260,2.284,4,ZOZO CHAMPIONSHIP
16,Luke List,1.136,4.544,.715,3.829,4,ZOZO CHAMPIONSHIP
16,Andrew Novak,1.136,4.544,7.807,-3.263,4,ZOZO CHAMPIONSHIP
16,Taisei Shimizu,1.136,4.544,4.292,.251,4,ZOZO CHAMPIONSHIP
16,Kevin Yu,1.136,4.544,5.543,-1.000,4,ZOZO CHAMPIONSHIP
22,Ben Griffin,0.886,3.544,5.795,-2.251,4,ZOZO CHAMPIONSHIP
22,Rico Hoey,0.886,3.544,3.467,.076,4,ZOZO CHAMPIONSHIP
22,Yuto Katsuragawa,0.886,3.544,4.093,-.549,4,ZOZO CHAMPIONSHIP
22,Sam Stevens,0.886,3.544,1.810,1.733,4,ZOZO CHAMPIONSHIP
22,Ren Yonezawa,0.886,3.544,.775,2.768,4,ZOZO CHAMPIONSHIP
27,Doug Ghim,0.636,2.544,2.413,.131,4,ZOZO CHAMPIONSHIP
27,Max Homa,0.636,2.544,-.474,3.017,4,ZOZO CHAMPIONSHIP
27,Ryosuke Kinoshita,0.636,2.544,-.554,3.097,4,ZOZO CHAMPIONSHIP
27,Min Woo Lee,0.636,2.544,4.019,-1.475,4,ZOZO CHAMPIONSHIP
27,Mac Meissner,0.636,2.544,1.769,.774,4,ZOZO CHAMPIONSHIP
27,Andrew Putnam,0.636,2.544,1.542,1.001,4,ZOZO CHAMPIONSHIP
33,Victor Perez,0.386,1.544,1.555,-.011,4,ZOZO CHAMPIONSHIP
33,Chandler Phillips,0.386,1.544,-1.672,3.215,4,ZOZO CHAMPIONSHIP
33,Nick Taylor,0.386,1.544,4.640,-3.097,4,ZOZO CHAMPIONSHIP
33,Gary Woodland,0.386,1.544,-2.138,3.682,4,ZOZO CHAMPIONSHIP
37,Patrick Fishburn,0.136,0.544,-.287,.830,4,ZOZO CHAMPIONSHIP
37,Takumi Kanaya,0.136,0.544,-1.361,1.905,4,ZOZO CHAMPIONSHIP
37,Matt Kuchar,0.136,0.544,4.838,-4.294,4,ZOZO CHAMPIONSHIP
37,Carson Young,0.136,0.544,-.567,1.110,4,ZOZO CHAMPIONSHIP
41,Joel Dahmen,-0.114,-0.456,2.437,-2.894,4,ZOZO CHAMPIONSHIP
41,Mark Hubbard,-0.114,-0.456,-.093,-.363,4,ZOZO CHAMPIONSHIP
41,Naoyuki Kataoka,-0.114,-0.456,-3.641,3.184,4,ZOZO CHAMPIONSHIP
41,Xander Schauffele,-0.114,-0.456,-.132,-.325,4,ZOZO CHAMPIONSHIP
41,Will Zalatoris,-0.114,-0.456,-2.042,1.586,4,ZOZO CHAMPIONSHIP
46,Zac Blair,-0.364,-1.456,.892,-2.348,4,ZOZO CHAMPIONSHIP
46,Kensei Hirata,-0.364,-1.456,.986,-2.443,4,ZOZO CHAMPIONSHIP
46,Ryo Hisatsune,-0.364,-1.456,-7.025,5.568,4,ZOZO CHAMPIONSHIP
46,S.H. Kim,-0.364,-1.456,-4.464,3.007,4,ZOZO CHAMPIONSHIP
46,Hideki Matsuyama,-0.364,-1.456,1.159,-2.615,4,ZOZO CHAMPIONSHIP
46,Chad Ramey,-0.364,-1.456,-2.666,1.210,4,ZOZO CHAMPIONSHIP
46,Ben Silverman,-0.364,-1.456,2.414,-3.870,4,ZOZO CHAMPIONSHIP
46,Adam Svensson,-0.364,-1.456,2.555,-4.012,4,ZOZO CHAMPIONSHIP
54,Chan Kim,-0.614,-2.456,4.197,-6.653,4,ZOZO CHAMPIONSHIP
54,Collin Morikawa,-0.614,-2.456,-.052,-2.404,4,ZOZO CHAMPIONSHIP
56,Tom Hoge,-0.864,-3.456,-2.237,-1.220,4,ZOZO CHAMPIONSHIP
56,Beau Hossler,-0.864,-3.456,-5.701,2.244,4,ZOZO CHAMPIONSHIP
56,Shugo Imahira,-0.864,-3.456,-2.039,-1.417,4,ZOZO CHAMPIONSHIP
56,Ryo Ishikawa,-0.864,-3.456,-9.286,5.829,4,ZOZO CHAMPIONSHIP
56,Ben Kohles,-0.864,-3.456,.289,-3.746,4,ZOZO CHAMPIONSHIP
56,Justin Lower,-0.864,-3.456,-6.228,2.771,4,ZOZO CHAMPIONSHIP
56,Sahith Theegala,-0.864,-3.456,-.098,-3.358,4,ZOZO CHAMPIONSHIP
63,K.H. Lee,-1.114,-4.456,-.044,-4.412,4,ZOZO CHAMPIONSHIP
64,Satoshi Kodaira,-1.364,-5.456,-4.139,-1.317,4,ZOZO CHAMPIONSHIP
65,Ryan Fox,-1.614,-6.456,-.615,-5.841,4,ZOZO CHAMPIONSHIP
65,Charley Hoffman,-1.614,-6.456,-1.804,-4.652,4,ZOZO CHAMPIONSHIP
67,Patrick Rodgers,-1.864,-7.456,-6.981,-.476,4,ZOZO CHAMPIONSHIP
67,Adam Schenk,-1.864,-7.456,-6.255,-1.202,4,ZOZO CHAMPIONSHIP
67,Sami Valimaki,-1.864,-7.456,-6.358,-1.099,4,ZOZO CHAMPIONSHIP
70,Hiroshi Iwata,-2.114,-8.456,-7.722,-.735,4,ZOZO CHAMPIONSHIP
71,Chris Gotterup,-2.364,-9.456,-2.059,-7.397,4,ZOZO CHAMPIONSHIP
71,Takahiro Hataji,-2.364,-9.456,-3.224,-6.232,4,ZOZO CHAMPIONSHIP
73,Davis Riley,-3.364,-13.456,-8.557,-4.900,4,ZOZO CHAMPIONSHIP
74,Takashi Ogiso,-3.614,-14.456,-7.584,-6.872,4,ZOZO CHAMPIONSHIP
75,Brendon Todd,-3.864,-15.456,-18.171,2.715,4,ZOZO CHAMPIONSHIP
76,David Skinns,-4.114,-16.456,-10.558,-5.899,4,ZOZO CHAMPIONSHIP
77,Kaito Onishi,-5.364,-21.456,-19.282,-2.175,4,ZOZO CHAMPIONSHIP
1,J.T. Poston,3.822,15.288,9.779,5.509,4,Shriners Children's Open
2,Doug Ghim,3.572,14.288,11.354,2.934,4,Shriners Children's Open
3,Rico Hoey,3.072,12.288,7.686,4.602,4,Shriners Children's Open
3,Matti Schmid,3.072,12.288,7.747,4.541,4,Shriners Children's Open
5,Michael Kim,2.822,11.288,8.903,2.385,4,Shriners Children's Open
5,K.H. Lee,2.822,11.288,6.404,4.884,4,Shriners Children's Open
5,Davis Thompson,2.822,11.288,10.781,.507,4,Shriners Children's Open
8,Taylor Pendrith,2.572,10.288,6.677,3.611,4,Shriners Children's Open
9,Harris English,2.322,9.288,3.907,5.381,4,Shriners Children's Open
9,Harry Hall,2.322,9.288,3.612,5.676,4,Shriners Children's Open
9,Kurt Kitayama,2.322,9.288,12.055,-2.767,4,Shriners Children's Open
9,Alejandro Tosti,2.322,9.288,9.072,.216,4,Shriners Children's Open
9,Gary Woodland,2.322,9.288,5.527,3.761,4,Shriners Children's Open
14,Mark Hubbard,2.072,8.288,5.390,2.898,4,Shriners Children's Open
14,Matt Kuchar,2.072,8.288,5.268,3.020,4,Shriners Children's Open
16,Ian Gilligan,1.822,7.288,2.051,5.237,4,Shriners Children's Open
16,Joe Highsmith,1.822,7.288,4.824,2.464,4,Shriners Children's Open
16,Ryan McCormick,1.822,7.288,3.514,3.774,4,Shriners Children's Open
16,Maverick McNealy,1.822,7.288,8.260,-.972,4,Shriners Children's Open
16,Scott Piercy,1.822,7.288,9.659,-2.371,4,Shriners Children's Open
16,Andrew Putnam,1.822,7.288,3.538,3.750,4,Shriners Children's Open
16,Vince Whaley,1.822,7.288,-1.475,8.763,4,Shriners Children's Open
23,Rickie Fowler,1.572,6.288,6.069,.219,4,Shriners Children's Open
23,Beau Hossler,1.572,6.288,.078,6.210,4,Shriners Children's Open
23,C.T. Pan,1.572,6.288,3.529,2.759,4,Shriners Children's Open
23,Chad Ramey,1.572,6.288,4.618,1.670,4,Shriners Children's Open
23,Greyson Sigg,1.572,6.288,5.888,.400,4,Shriners Children's Open
23,Sam Stevens,1.572,6.288,4.304,1.984,4,Shriners Children's Open
29,Jacob Bridgeman,1.322,5.288,1.804,3.484,4,Shriners Children's Open
29,Lanto Griffin,1.322,5.288,-.627,5.915,4,Shriners Children's Open
29,Nate Lashley,1.322,5.288,6.328,-1.040,4,Shriners Children's Open
29,Taylor Moore,1.322,5.288,2.080,3.208,4,Shriners Children's Open
29,Norman Xiong,1.322,5.288,1.883,3.405,4,Shriners Children's Open
34,Bud Cauley,1.072,4.288,4.418,-.130,4,Shriners Children's Open
34,Patrick Fishburn,1.072,4.288,4.163,.125,4,Shriners Children's Open
34,Ryan Fox,1.072,4.288,2.329,1.959,4,Shriners Children's Open
34,Ryan Moore,1.072,4.288,4.605,-.317,4,Shriners Children's Open
34,J.J. Spaun,1.072,4.288,4.328,-.040,4,Shriners Children's Open
39,Daniel Berger,0.822,3.288,-.383,3.671,4,Shriners Children's Open
39,Pierceson Coody,0.822,3.288,-3.574,6.862,4,Shriners Children's Open
41,David Lipsky,0.572,2.288,1.653,.635,4,Shriners Children's Open
41,Luke List,0.572,2.288,1.690,.598,4,Shriners Children's Open
41,Davis Riley,0.572,2.288,-2.906,5.194,4,Shriners Children's Open
41,Neal Shipley,0.572,2.288,-1.148,3.436,4,Shriners Children's Open
45,Chris Gotterup,0.322,1.288,6.104,-4.816,4,Shriners Children's Open
46,Austin Eckroat,0.072,0.288,3.123,-2.835,4,Shriners Children's Open
46,Adam Schenk,0.072,0.288,-5.795,6.083,4,Shriners Children's Open
46,Justin Suh,0.072,0.288,.751,-.463,4,Shriners Children's Open
46,Ben Taylor,0.072,0.288,-1.795,2.083,4,Shriners Children's Open
46,Erik van Rooyen,0.072,0.288,-5.934,6.222,4,Shriners Children's Open
51,S.H. Kim,-0.178,-0.712,-.926,.214,4,Shriners Children's Open
52,Joseph Bramlett,-0.428,-1.712,9.065,-10.777,4,Shriners Children's Open
52,Jhonattan Vegas,-0.428,-1.712,-.386,-1.326,4,Shriners Children's Open
54,Wilson Furr,-0.678,-2.712,-4.884,2.172,4,Shriners Children's Open
54,Nicolo Galletti,-0.678,-2.712,1.884,-4.596,4,Shriners Children's Open
54,Garrick Higgo,-0.678,-2.712,-3.301,.589,4,Shriners Children's Open
54,Nick Taylor,-0.678,-2.712,.617,-3.329,4,Shriners Children's Open
54,Camilo Villegas,-0.678,-2.712,1.154,-3.866,4,Shriners Children's Open
59,Francesco Molinari,-0.928,-3.712,-2.335,-1.377,4,Shriners Children's Open
59,Ben Silverman,-0.928,-3.712,-5.465,1.753,4,Shriners Children's Open
61,Zac Blair,-1.178,-4.712,-1.224,-3.488,4,Shriners Children's Open
61,Tyler Duncan,-1.178,-4.712,-6.140,1.428,4,Shriners Children's Open
63,Trace Crowe,-1.428,-5.712,-2.168,-3.544,4,Shriners Children's Open
64,Dan McCarthy,-1.678,-6.712,-7.184,.472,4,Shriners Children's Open
65,Alex Smalley,-1.928,-7.712,-2.908,-4.804,4,Shriners Children's Open
66,David Skinns,-2.428,-9.712,-7.615,-2.097,4,Shriners Children's Open
1,Matt McCarty,3.781,15.125,8.541,6.584,4,Black Desert Championship
2,Stephan Jaeger,3.031,12.125,8.581,3.544,4,Black Desert Championship
3,Lucas Glover,2.781,11.125,13.894,-2.769,4,Black Desert Championship
3,Kevin Streelman,2.781,11.125,1.923,9.202,4,Black Desert Championship
5,Matti Schmid,2.531,10.125,3.426,6.699,4,Black Desert Championship
6,Harris English,2.281,9.125,3.976,5.149,4,Black Desert Championship
6,Joe Highsmith,2.281,9.125,3.162,5.963,4,Black Desert Championship
8,Nick Hardy,2.031,8.125,4.936,3.189,4,Black Desert Championship
8,Lee Hodges,2.031,8.125,9.317,-1.192,4,Black Desert Championship
8,Henrik Norlander,2.031,8.125,4.049,4.076,4,Black Desert Championship
11,Nico Echavarria,1.781,7.125,5.116,2.009,4,Black Desert Championship
11,Ben Griffin,1.781,7.125,6.396,.729,4,Black Desert Championship
11,Beau Hossler,1.781,7.125,9.858,-2.733,4,Black Desert Championship
11,Max McGreevy,1.781,7.125,4.702,2.423,4,Black Desert Championship
11,Seamus Power,1.781,7.125,5.481,1.644,4,Black Desert Championship
11,Patrick Rodgers,1.781,7.125,1.369,5.756,4,Black Desert Championship
11,Greyson Sigg,1.781,7.125,5.272,1.853,4,Black Desert Championship
11,Tom Whitney,1.781,7.125,5.365,1.760,4,Black Desert Championship
11,Carson Young,1.781,7.125,2.241,4.884,4,Black Desert Championship
11,Carl Yuan,1.781,7.125,-.053,7.178,4,Black Desert Championship
21,Joseph Bramlett,1.531,6.125,10.246,-4.121,4,Black Desert Championship
21,Wesley Bryan,1.531,6.125,3.557,2.568,4,Black Desert Championship
21,Rico Hoey,1.531,6.125,5.116,1.009,4,Black Desert Championship
21,Chad Ramey,1.531,6.125,-1.946,8.071,4,Black Desert Championship
25,Tyler Duncan,1.281,5.125,-1.186,6.311,4,Black Desert Championship
25,Doug Ghim,1.281,5.125,8.148,-3.023,4,Black Desert Championship
25,Ryo Hisatsune,1.281,5.125,2.109,3.016,4,Black Desert Championship
25,Kurt Kitayama,1.281,5.125,12.748,-7.623,4,Black Desert Championship
25,Mac Meissner,1.281,5.125,8.060,-2.935,4,Black Desert Championship
25,Trey Mullinax,1.281,5.125,3.703,1.422,4,Black Desert Championship
25,Alex Smalley,1.281,5.125,5.731,-.606,4,Black Desert Championship
25,J.J. Spaun,1.281,5.125,6.872,-1.747,4,Black Desert Championship
25,Adam Svensson,1.281,5.125,5.813,-.688,4,Black Desert Championship
25,Nick Taylor,1.281,5.125,3.260,1.865,4,Black Desert Championship
35,Daniel Berger,1.031,4.125,4.061,.064,4,Black Desert Championship
35,Will Gordon,1.031,4.125,.192,3.933,4,Black Desert Championship
35,Harry Hall,1.031,4.125,1.069,3.056,4,Black Desert Championship
35,Chris Kirk,1.031,4.125,6.034,-1.909,4,Black Desert Championship
35,Kevin Tway,1.031,4.125,-.602,4.727,4,Black Desert Championship
40,Joel Dahmen,0.781,3.125,7.734,-4.609,4,Black Desert Championship
40,Philip Knowles,0.781,3.125,3.044,.081,4,Black Desert Championship
40,Sam Ryder,0.781,3.125,4.346,-1.221,4,Black Desert Championship
43,Patton Kizzire,0.531,2.125,1.431,.694,4,Black Desert Championship
43,Alejandro Tosti,0.531,2.125,2.531,-.406,4,Black Desert Championship
43,Erik van Rooyen,0.531,2.125,-.228,2.353,4,Black Desert Championship
46,Jacob Bridgeman,0.281,1.125,2.131,-1.006,4,Black Desert Championship
46,Cameron Champ,0.281,1.125,-.660,1.785,4,Black Desert Championship
46,Ryan Fox,0.281,1.125,-1.149,2.274,4,Black Desert Championship
46,Wilson Furr,0.281,1.125,1.371,-.246,4,Black Desert Championship
46,Chan Kim,0.281,1.125,-.808,1.933,4,Black Desert Championship
46,Ben Kohles,0.281,1.125,2.242,-1.117,4,Black Desert Championship
46,K.H. Lee,0.281,1.125,3.632,-2.507,4,Black Desert Championship
46,Justin Suh,0.281,1.125,1.007,.118,4,Black Desert Championship
54,Tyson Alexander,0.031,0.125,-6.074,6.199,4,Black Desert Championship
54,Trace Crowe,0.031,0.125,-.770,.895,4,Black Desert Championship
54,Lanto Griffin,0.031,0.125,.749,-.624,4,Black Desert Championship
54,Raul Pereda,0.031,0.125,-2.104,2.229,4,Black Desert Championship
54,Scott Piercy,0.031,0.125,.965,-.840,4,Black Desert Championship
54,Chez Reavie,0.031,0.125,-7.232,7.357,4,Black Desert Championship
60,Erik Barnes,-0.469,-1.875,-6.146,4.271,4,Black Desert Championship
61,Nate Lashley,-0.719,-2.875,-.321,-2.554,4,Black Desert Championship
61,Roger Sloan,-0.719,-2.875,-5.471,2.596,4,Black Desert Championship
63,Norman Xiong,-0.969,-3.875,3.119,-6.994,4,Black Desert Championship
64,Chesson Hadley,-1.219,-4.875,-5.742,.867,4,Black Desert Championship
64,S.H. Kim,-1.219,-4.875,-9.027,4.152,4,Black Desert Championship
66,Zac Blair,-1.469,-5.875,-.750,-5.125,4,Black Desert Championship
67,Vince Whaley,-1.719,-6.875,-8.885,2.010,4,Black Desert Championship
68,Alexander Björk,-1.969,-7.875,-3.440,-4.435,4,Black Desert Championship
69,Dylan Wu,-2.469,-9.875,-4.755,-5.120,4,Black Desert Championship
1,Beau Hossler,3.130,12.519,7.476,5.043,4,Sanderson Farms Championship
1,Kevin Yu,3.130,12.519,3.848,8.671,4,Sanderson Farms Championship
3,Lucas Glover,2.880,11.519,6.855,4.664,4,Sanderson Farms Championship
3,Keith Mitchell,2.880,11.519,5.925,5.594,4,Sanderson Farms Championship
5,Bud Cauley,2.630,10.519,7.776,2.743,4,Sanderson Farms Championship
5,Alex Smalley,2.630,10.519,7.467,3.052,4,Sanderson Farms Championship
7,Daniel Berger,2.380,9.519,7.491,2.028,4,Sanderson Farms Championship
8,Mackenzie Hughes,2.130,8.519,2.921,5.598,4,Sanderson Farms Championship
8,Hayden Springer,2.130,8.519,-.301,8.820,4,Sanderson Farms Championship
8,Michael Thorbjornsen,2.130,8.519,2.605,5.914,4,Sanderson Farms Championship
11,Jacob Bridgeman,1.880,7.519,-.436,7.955,4,Sanderson Farms Championship
11,Ryan Fox,1.880,7.519,3.506,4.013,4,Sanderson Farms Championship
11,Emiliano Grillo,1.880,7.519,1.756,5.763,4,Sanderson Farms Championship
11,Patton Kizzire,1.880,7.519,5.186,2.333,4,Sanderson Farms Championship
11,Seamus Power,1.880,7.519,6.422,1.097,4,Sanderson Farms Championship
16,Eric Cole,1.630,6.519,10.705,-4.186,4,Sanderson Farms Championship
16,Rickie Fowler,1.630,6.519,2.762,3.757,4,Sanderson Farms Championship
16,Ben Kohles,1.630,6.519,6.428,.091,4,Sanderson Farms Championship
16,Matti Schmid,1.630,6.519,4.349,2.170,4,Sanderson Farms Championship
16,Brandt Snedeker,1.630,6.519,1.186,5.333,4,Sanderson Farms Championship
16,Vince Whaley,1.630,6.519,-.292,6.811,4,Sanderson Farms Championship
16,Gary Woodland,1.630,6.519,11.136,-4.617,4,Sanderson Farms Championship
23,Ryan Hall,1.380,5.519,2.542,2.977,4,Sanderson Farms Championship
23,Stephan Jaeger,1.380,5.519,.450,5.069,4,Sanderson Farms Championship
23,K.H. Lee,1.380,5.519,4.923,.596,4,Sanderson Farms Championship
23,Andrew Novak,1.380,5.519,5.367,.152,4,Sanderson Farms Championship
23,Jhonattan Vegas,1.380,5.519,2.348,3.171,4,Sanderson Farms Championship
28,Nick Dunlap,1.130,4.519,6.131,-1.612,4,Sanderson Farms Championship
28,Nick Hardy,1.130,4.519,4.314,.205,4,Sanderson Farms Championship
28,Charley Hoffman,1.130,4.519,4.760,-.241,4,Sanderson Farms Championship
28,Justin Lower,1.130,4.519,3.276,1.243,4,Sanderson Farms Championship
28,Henrik Norlander,1.130,4.519,1.476,3.043,4,Sanderson Farms Championship
33,Paul Barjon,0.880,3.519,-2.824,6.343,4,Sanderson Farms Championship
33,Doug Ghim,0.880,3.519,5.200,-1.681,4,Sanderson Farms Championship
33,Chan Kim,0.880,3.519,4.026,-.507,4,Sanderson Farms Championship
33,Chandler Phillips,0.880,3.519,1.411,2.108,4,Sanderson Farms Championship
37,Wesley Bryan,0.630,2.519,2.267,.252,4,Sanderson Farms Championship
37,Ben Griffin,0.630,2.519,.240,2.279,4,Sanderson Farms Championship
37,Mac Meissner,0.630,2.519,1.810,.709,4,Sanderson Farms Championship
37,David Skinns,0.630,2.519,1.002,1.517,4,Sanderson Farms Championship
37,Sam Stevens,0.630,2.519,-3.135,5.654,4,Sanderson Farms Championship
42,Trace Crowe,0.380,1.519,1.572,-.053,4,Sanderson Farms Championship
42,Luke List,0.380,1.519,-1.078,2.597,4,Sanderson Farms Championship
42,Taylor Moore,0.380,1.519,-2.830,4.349,4,Sanderson Farms Championship
42,Trey Mullinax,0.380,1.519,2.494,-.975,4,Sanderson Farms Championship
42,Austin Smotherman,0.380,1.519,8.298,-6.779,4,Sanderson Farms Championship
42,Kevin Streelman,0.380,1.519,3.744,-2.225,4,Sanderson Farms Championship
48,Patrick Fishburn,0.130,0.519,1.108,-.589,4,Sanderson Farms Championship
48,Will Gordon,0.130,0.519,3.806,-3.287,4,Sanderson Farms Championship
48,Lee Hodges,0.130,0.519,3.128,-2.609,4,Sanderson Farms Championship
48,Martin Laird,0.130,0.519,5.488,-4.969,4,Sanderson Farms Championship
48,Nicholas Lindheim,0.130,0.519,-1.066,1.585,4,Sanderson Farms Championship
48,Matt NeSmith,0.130,0.519,-.498,1.017,4,Sanderson Farms Championship
48,Carson Young,0.130,0.519,.548,-.029,4,Sanderson Farms Championship
55,Adrien Dumont de Chassart,-0.120,-0.481,2.340,-2.821,4,Sanderson Farms Championship
55,Bill Haas,-0.120,-0.481,-.377,-.104,4,Sanderson Farms Championship
55,Chesson Hadley,-0.120,-0.481,.275,-.756,4,Sanderson Farms Championship
55,Joe Highsmith,-0.120,-0.481,2.696,-3.177,4,Sanderson Farms Championship
55,Nate Lashley,-0.120,-0.481,.442,-.923,4,Sanderson Farms Championship
55,Brandon Wu,-0.120,-0.481,3.026,-3.507,4,Sanderson Farms Championship
61,Roger Sloan,-0.370,-1.481,-5.766,4.285,4,Sanderson Farms Championship
