rank,player,avg,total_sg_putting,measured_rounds,tournament
21,Sungjae Im,0.609,2.434,4,Charles Schwab Challenge
22,Joseph Bramlett,0.591,2.365,4,Charles Schwab Challenge
23,Kevin Tway,0.541,2.163,4,Charles Schwab Challenge
24,Pierceson Coody,0.500,1.998,4,Charles Schwab Challenge
25,Brendon Todd,0.466,1.865,4,Charles Schwab Challenge
26,Thomas Detry,0.434,1.736,4,Charles Schwab Challenge
27,Brian Harman,0.361,1.442,4,Charles Schwab Challenge
28,Martin Laird,0.341,1.362,4,Charles Schwab Challenge
29,Collin Morikawa,0.338,1.350,4,Charles Schwab Challenge
30,Min Woo Lee,0.311,1.244,4,Charles Schwab Challenge
31,Adam Svensson,0.288,1.152,4,Charles Schwab Challenge
32,Tyler Duncan,0.284,1.135,4,Charles Schwab Challenge
33,Robby Shelton,0.213,0.850,4,Charles Schwab Challenge
34,Mac Meissner,0.207,0.827,4,Charles Schwab Challenge
35,Victor Perez,0.190,0.760,4,Charles Schwab Challenge
36,Ryan Fox,0.162,0.649,4,Charles Schwab Challenge
37,Kevin Kisner,0.106,0.422,4,Charles Schwab Challenge
38,Webb Simpson,0.097,0.387,4,Charles Schwab Challenge
39,C.T. Pan,0.080,0.321,4,Charles Schwab Challenge
40,Doug Ghim,0.060,0.239,4,Charles Schwab Challenge
41,Mark Hubbard,0.056,0.225,4,Charles Schwab Challenge
42,Cam Davis,0.044,0.174,4,Charles Schwab Challenge
43,Rickie Fowler,0.036,0.142,4,Charles Schwab Challenge
44,Sepp Straka,-0.011,-0.043,4,Charles Schwab Challenge
45,Davis Thompson,-0.018,-0.073,4,Charles Schwab Challenge
46,Tom Kim,-0.019,-0.075,4,Charles Schwab Challenge
47,Daniel Berger,-0.052,-0.209,4,Charles Schwab Challenge
48,Tony Finau,-0.060,-0.240,4,Charles Schwab Challenge
49,Austin Smotherman,-0.062,-0.249,4,Charles Schwab Challenge
50,Keith Mitchell,-0.074,-0.298,4,Charles Schwab Challenge
51,Alejandro Tosti,-0.157,-0.627,4,Charles Schwab Challenge
52,Parker Coody,-0.165,-0.661,4,Charles Schwab Challenge
53,Maverick McNealy,-0.291,-1.166,4,Charles Schwab Challenge
54,Emiliano Grillo,-0.296,-1.185,4,Charles Schwab Challenge
55,Patrick Rodgers,-0.432,-1.727,4,Charles Schwab Challenge
56,Ben Martin,-0.436,-1.743,4,Charles Schwab Challenge
57,David Lipsky,-0.475,-1.899,4,Charles Schwab Challenge
58,Troy Merritt,-0.530,-2.120,4,Charles Schwab Challenge
59,Kevin Streelman,-0.600,-2.402,4,Charles Schwab Challenge
60,Ryan Moore,-0.631,-2.526,4,Charles Schwab Challenge
61,Nick Hardy,-0.664,-2.658,4,Charles Schwab Challenge
62,Jordan Spieth,-0.729,-2.915,4,Charles Schwab Challenge
63,Tom Hoge,-0.891,-3.563,4,Charles Schwab Challenge
64,Callum Tarren,-0.905,-3.621,4,Charles Schwab Challenge
65,Charley Hoffman,-0.914,-3.658,4,Charles Schwab Challenge
66,Joel Dahmen,-0.987,-3.950,4,Charles Schwab Challenge
67,Vincent Norrman,-1.008,-4.033,4,Charles Schwab Challenge
68,Justin Rose,-1.011,-4.043,4,Charles Schwab Challenge
69,Si Woo Kim,-1.018,-4.072,4,Charles Schwab Challenge
70,Kevin Yu,-1.083,-4.334,4,Charles Schwab Challenge
71,Aaron Rai,-1.151,-4.604,4,Charles Schwab Challenge
1,Braden Shattuck,2.540,10.160,4,PGA Championship
2,Shane Lowry,2.279,9.115,4,PGA Championship
3,Harris English,1.897,7.588,4,PGA Championship
4,Justin Rose,1.892,7.570,4,PGA Championship
5,Billy Horschel,1.650,6.600,4,PGA Championship
6,Taylor Moore,1.545,6.180,4,PGA Championship
7,Sahith Theegala,1.519,6.075,4,PGA Championship
8,Zac Blair,1.503,6.011,4,PGA Championship
9,Ben Kohles,1.499,5.995,4,PGA Championship
10,Austin Eckroat,1.480,5.922,4,PGA Championship
11,Alejandro Tosti,1.454,5.818,4,PGA Championship
12,Xander Schauffele,1.165,4.661,4,PGA Championship
13,Jesper Svensson,1.148,4.594,4,PGA Championship
14,Talor Gooch,1.147,4.589,4,PGA Championship
15,Lucas Herbert,1.137,4.549,4,PGA Championship
16,Min Woo Lee,1.110,4.439,4,PGA Championship
17,Ryo Hisatsune,1.087,4.349,4,PGA Championship
18,Thomas Detry,1.017,4.070,4,PGA Championship
19,Bryson DeChambeau,0.991,3.966,4,PGA Championship
20,Mark Hubbard,0.955,3.821,4,PGA Championship
21,Dustin Johnson,0.920,3.682,4,PGA Championship
22,Alexander Björk,0.895,3.581,4,PGA Championship
23,Robert MacIntyre,0.887,3.548,4,PGA Championship
24,Thorbjørn Olesen,0.858,3.434,4,PGA Championship
25,Tommy Fleetwood,0.769,3.077,4,PGA Championship
26,Jason Day,0.731,2.923,4,PGA Championship
27,Tom Hoge,0.702,2.809,4,PGA Championship
28,Tom Kim,0.667,2.668,4,PGA Championship
29,Lee Hodges,0.649,2.596,4,PGA Championship
30,Viktor Hovland,0.639,2.558,4,PGA Championship
31,Andrew Putnam,0.608,2.431,4,PGA Championship
32,Erik van Rooyen,0.538,2.153,4,PGA Championship
33,Hideki Matsuyama,0.412,1.650,4,PGA Championship
34,Luke Donald,0.326,1.306,4,PGA Championship
35,Alex Noren,0.305,1.221,4,PGA Championship
36,Matt Wallace,0.300,1.201,4,PGA Championship
37,Tyrrell Hatton,0.296,1.183,4,PGA Championship
38,Brian Harman,0.267,1.068,4,PGA Championship
39,Will Zalatoris,0.258,1.031,4,PGA Championship
40,Brooks Koepka,0.242,0.969,4,PGA Championship
41,Max Homa,0.240,0.960,4,PGA Championship
42,Cameron Young,0.229,0.918,4,PGA Championship
43,Maverick McNealy,0.216,0.864,4,PGA Championship
44,Martin Kaymer,0.154,0.615,4,PGA Championship
45,Jeremy Wells,0.105,0.422,4,PGA Championship
46,Keegan Bradley,0.091,0.365,4,PGA Championship
47,Russell Henley,0.063,0.253,4,PGA Championship
48,Byeong Hun An,0.059,0.236,4,PGA Championship
49,Gary Woodland,0.056,0.226,4,PGA Championship
50,Rory McIlroy,0.055,0.221,4,PGA Championship
51,Rasmus Højgaard,0.047,0.187,4,PGA Championship
52,Lucas Glover,-0.025,-0.099,4,PGA Championship
53,Scottie Scheffler,-0.035,-0.140,4,PGA Championship
54,Dean Burmester,-0.064,-0.256,4,PGA Championship
55,Rickie Fowler,-0.101,-0.405,4,PGA Championship
56,Tony Finau,-0.107,-0.426,4,PGA Championship
57,Sebastian Soderberg,-0.185,-0.740,4,PGA Championship
58,Collin Morikawa,-0.202,-0.806,4,PGA Championship
59,Corey Conners,-0.255,-1.020,4,PGA Championship
60,Patrick Reed,-0.256,-1.024,4,PGA Championship
61,Patrick Cantlay,-0.308,-1.233,4,PGA Championship
62,S.H. Kim,-0.334,-1.334,4,PGA Championship
63,Doug Ghim,-0.342,-1.367,4,PGA Championship
64,Adam Hadwin,-0.371,-1.483,4,PGA Championship
65,Jordan Spieth,-0.377,-1.509,4,PGA Championship
66,Aaron Rai,-0.391,-1.564,4,PGA Championship
67,Jordan Smith,-0.396,-1.583,4,PGA Championship
68,Stephan Jaeger,-0.416,-1.662,4,PGA Championship
69,Ryan Fox,-0.448,-1.792,4,PGA Championship
70,Kurt Kitayama,-0.474,-1.894,4,PGA Championship
71,Nicolai Højgaard,-0.507,-2.028,4,PGA Championship
72,Grayson Murray,-0.640,-2.560,4,PGA Championship
73,Cameron Smith,-0.651,-2.605,4,PGA Championship
74,Brice Garnett,-0.697,-2.788,4,PGA Championship
75,Justin Thomas,-0.873,-3.492,4,PGA Championship
76,Adam Svensson,-1.030,-4.120,4,PGA Championship
77,Joaquin Niemann,-1.504,-6.015,4,PGA Championship
78,Brendon Todd,-2.152,-8.607,4,PGA Championship
1,Byeong Hun An,1.997,7.988,4,Wells Fargo Championship
2,Mackenzie Hughes,1.634,6.537,4,Wells Fargo Championship
3,Gary Woodland,1.583,6.331,4,Wells Fargo Championship
4,Sungjae Im,1.515,6.058,4,Wells Fargo Championship
5,Akshay Bhatia,1.474,5.895,4,Wells Fargo Championship
6,Denny McCarthy,1.230,4.920,4,Wells Fargo Championship
7,Matt Kuchar,1.126,4.504,4,Wells Fargo Championship
8,Rory McIlroy,1.071,4.282,4,Wells Fargo Championship
9,Stephan Jaeger,0.934,3.737,4,Wells Fargo Championship
10,Jason Day,0.923,3.690,4,Wells Fargo Championship
11,Taylor Pendrith,0.916,3.662,4,Wells Fargo Championship
12,Andrew Putnam,0.846,3.384,4,Wells Fargo Championship
13,Harris English,0.779,3.118,4,Wells Fargo Championship
14,Collin Morikawa,0.765,3.058,4,Wells Fargo Championship
15,Grayson Murray,0.752,3.006,4,Wells Fargo Championship
16,Sepp Straka,0.673,2.692,4,Wells Fargo Championship
17,Lee Hodges,0.589,2.355,4,Wells Fargo Championship
18,Sam Burns,0.533,2.130,4,Wells Fargo Championship
19,Brendon Todd,0.509,2.036,4,Wells Fargo Championship
20,Christiaan Bezuidenhout,0.507,2.028,4,Wells Fargo Championship
21,Russell Henley,0.504,2.015,4,Wells Fargo Championship
22,Adam Schenk,0.366,1.462,4,Wells Fargo Championship
23,Max Homa,0.290,1.160,4,Wells Fargo Championship
24,Patrick Cantlay,0.289,1.157,4,Wells Fargo Championship
25,Xander Schauffele,0.233,0.932,4,Wells Fargo Championship
26,Cam Davis,0.220,0.880,4,Wells Fargo Championship
27,Tom Hoge,0.171,0.682,4,Wells Fargo Championship
28,Taylor Moore,0.154,0.615,4,Wells Fargo Championship
29,Billy Horschel,0.111,0.444,4,Wells Fargo Championship
30,Nick Dunlap,0.101,0.402,4,Wells Fargo Championship
31,Cameron Young,0.080,0.320,4,Wells Fargo Championship
32,Jordan Spieth,0.075,0.299,4,Wells Fargo Championship
33,Tommy Fleetwood,0.018,0.072,4,Wells Fargo Championship
34,Austin Eckroat,-0.001,-0.005,4,Wells Fargo Championship
35,Rickie Fowler,-0.017,-0.066,4,Wells Fargo Championship
35,Adam Scott,-0.017,-0.069,4,Wells Fargo Championship
37,Keegan Bradley,-0.046,-0.183,4,Wells Fargo Championship
38,Justin Thomas,-0.108,-0.433,4,Wells Fargo Championship
39,Peter Malnati,-0.250,-1.001,4,Wells Fargo Championship
40,Ben Kohles,-0.255,-1.020,4,Wells Fargo Championship
41,Eric Cole,-0.282,-1.129,4,Wells Fargo Championship
42,Brian Harman,-0.292,-1.166,4,Wells Fargo Championship
43,Viktor Hovland,-0.315,-1.258,4,Wells Fargo Championship
44,Tony Finau,-0.355,-1.418,4,Wells Fargo Championship
45,Sahith Theegala,-0.357,-1.427,4,Wells Fargo Championship
46,Webb Simpson,-0.437,-1.747,4,Wells Fargo Championship
47,Jake Knapp,-0.460,-1.841,4,Wells Fargo Championship
48,Kevin Tway,-0.490,-1.961,4,Wells Fargo Championship
49,Matthew Fitzpatrick,-0.512,-2.049,4,Wells Fargo Championship
50,Tom Kim,-0.533,-2.131,4,Wells Fargo Championship
51,Corey Conners,-0.634,-2.534,4,Wells Fargo Championship
52,Matthieu Pavon,-0.655,-2.618,4,Wells Fargo Championship
53,Wyndham Clark,-0.666,-2.663,4,Wells Fargo Championship
54,Nick Taylor,-0.669,-2.676,4,Wells Fargo Championship
55,Lucas Glover,-0.713,-2.850,4,Wells Fargo Championship
56,J.T. Poston,-0.817,-3.267,4,Wells Fargo Championship
57,Kurt Kitayama,-0.836,-3.343,4,Wells Fargo Championship
58,Will Zalatoris,-0.846,-3.385,4,Wells Fargo Championship
59,Patrick Rodgers,-0.930,-3.718,4,Wells Fargo Championship
60,Seamus Power,-0.940,-3.758,4,Wells Fargo Championship
61,Alex Noren,-0.982,-3.926,4,Wells Fargo Championship
62,Adam Hadwin,-1.025,-4.100,4,Wells Fargo Championship
63,Chris Kirk,-1.033,-4.133,4,Wells Fargo Championship
64,Justin Rose,-1.157,-4.629,4,Wells Fargo Championship
65,Si Woo Kim,-1.288,-5.151,4,Wells Fargo Championship
66,Shane Lowry,-1.443,-5.772,4,Wells Fargo Championship
67,Emiliano Grillo,-1.515,-6.060,4,Wells Fargo Championship
68,Adam Svensson,-2.091,-8.364,4,Wells Fargo Championship
1,Chesson Hadley,2.220,8.880,4,Myrtle Beach Classic
2,Alistair Docherty,2.091,8.365,4,Myrtle Beach Classic
3,Chris Gotterup,1.872,7.489,4,Myrtle Beach Classic
4,Erik van Rooyen,1.661,6.643,4,Myrtle Beach Classic
5,Beau Hossler,1.619,6.478,4,Myrtle Beach Classic
6,Jorge Campillo,1.521,6.083,4,Myrtle Beach Classic
7,Carson Young,1.376,5.503,4,Myrtle Beach Classic
8,Ryan Fox,1.330,5.321,4,Myrtle Beach Classic
9,Ryan McCormick,1.278,5.113,4,Myrtle Beach Classic
10,Ben Silverman,1.251,5.006,4,Myrtle Beach Classic
11,Joel Dahmen,1.250,5.002,4,Myrtle Beach Classic
12,Thorbjørn Olesen,1.176,4.706,4,Myrtle Beach Classic
13,Michael Kim,1.151,4.603,4,Myrtle Beach Classic
14,Ben Griffin,1.121,4.485,4,Myrtle Beach Classic
15,Sam Stevens,1.113,4.453,4,Myrtle Beach Classic
16,Roger Sloan,1.094,4.378,4,Myrtle Beach Classic
17,Troy Merritt,1.024,4.096,4,Myrtle Beach Classic
18,Paul Barjon,0.902,3.607,4,Myrtle Beach Classic
19,Justin Suh,0.819,3.276,4,Myrtle Beach Classic
20,Matt Wallace,0.811,3.246,4,Myrtle Beach Classic
21,Adrien Dumont de Chassart,0.808,3.231,4,Myrtle Beach Classic
22,Kevin Yu,0.794,3.176,4,Myrtle Beach Classic
23,Jacob Bridgeman,0.767,3.069,4,Myrtle Beach Classic
24,Parker Coody,0.746,2.986,4,Myrtle Beach Classic
25,Patton Kizzire,0.744,2.978,4,Myrtle Beach Classic
26,Robby Shelton,0.726,2.906,4,Myrtle Beach Classic
27,Robert MacIntyre,0.698,2.793,4,Myrtle Beach Classic
28,Zecheng Dou,0.692,2.770,4,Myrtle Beach Classic
29,Mac Meissner,0.594,2.376,4,Myrtle Beach Classic
30,Dylan Wu,0.538,2.154,4,Myrtle Beach Classic
31,J.J. Spaun,0.528,2.111,4,Myrtle Beach Classic
32,Henrik Norlander,0.523,2.091,4,Myrtle Beach Classic
33,Trace Crowe,0.500,2.000,4,Myrtle Beach Classic
34,William McGirt,0.488,1.954,4,Myrtle Beach Classic
35,Alex Smalley,0.440,1.760,4,Myrtle Beach Classic
36,S.Y. Noh,0.414,1.657,4,Myrtle Beach Classic
37,David Skinns,0.393,1.571,4,Myrtle Beach Classic
38,Max Greyserman,0.365,1.462,4,Myrtle Beach Classic
39,Martin Trainer,0.346,1.384,4,Myrtle Beach Classic
40,Chez Reavie,0.329,1.317,4,Myrtle Beach Classic
41,Davis Thompson,0.286,1.145,4,Myrtle Beach Classic
42,Thriston Lawrence,0.259,1.036,4,Myrtle Beach Classic
43,Anders Albertson,0.234,0.937,4,Myrtle Beach Classic
44,Blades Brown,0.201,0.806,4,Myrtle Beach Classic
45,Alexander Björk,0.179,0.716,4,Myrtle Beach Classic
46,Harry Hall,0.111,0.443,4,Myrtle Beach Classic
47,Harry Higgs,0.025,0.100,4,Myrtle Beach Classic
48,Victor Perez,-0.005,-0.021,4,Myrtle Beach Classic
49,Daniel Berger,-0.079,-0.314,4,Myrtle Beach Classic
50,Sam Ryder,-0.101,-0.402,4,Myrtle Beach Classic
51,Kevin Streelman,-0.109,-0.434,4,Myrtle Beach Classic
52,Pierceson Coody,-0.141,-0.564,4,Myrtle Beach Classic
53,Sean O'Hair,-0.143,-0.570,4,Myrtle Beach Classic
54,Matt NeSmith,-0.152,-0.606,4,Myrtle Beach Classic
55,Greyson Sigg,-0.246,-0.982,4,Myrtle Beach Classic
56,Davis Riley,-0.250,-1.000,4,Myrtle Beach Classic
57,Hayden Buckley,-0.272,-1.088,4,Myrtle Beach Classic
58,Chandler Phillips,-0.413,-1.652,4,Myrtle Beach Classic
59,Alejandro Tosti,-0.463,-1.850,4,Myrtle Beach Classic
60,S.H. Kim,-0.466,-1.865,4,Myrtle Beach Classic
61,Taylor Dickson,-0.600,-2.399,4,Myrtle Beach Classic
62,Patrick Fishburn,-0.644,-2.575,4,Myrtle Beach Classic
63,Joseph Bramlett,-0.711,-2.842,4,Myrtle Beach Classic
64,Scott Piercy,-0.738,-2.952,4,Myrtle Beach Classic
65,Matt Atkins,-0.801,-3.205,4,Myrtle Beach Classic
66,Andrew Novak,-1.057,-4.228,4,Myrtle Beach Classic
67,Carl Yuan,-1.358,-5.432,4,Myrtle Beach Classic
68,Chan Kim,-1.368,-5.473,4,Myrtle Beach Classic
69,Lanto Griffin,-1.381,-5.524,4,Myrtle Beach Classic
70,Austin Smotherman,-1.894,-7.576,4,Myrtle Beach Classic
1,Vince Whaley,1.928,7.712,4,THE CJ CUP Byron Nelson
2,S.H. Kim,1.658,6.634,4,THE CJ CUP Byron Nelson
3,Tyson Alexander,1.637,6.547,4,THE CJ CUP Byron Nelson
4,Mackenzie Hughes,1.554,6.217,4,THE CJ CUP Byron Nelson
5,Austin Cook,1.500,6.001,4,THE CJ CUP Byron Nelson
6,Troy Merritt,1.475,5.899,4,THE CJ CUP Byron Nelson
7,Kevin Tway,1.419,5.675,4,THE CJ CUP Byron Nelson
8,Zach Johnson,1.409,5.637,4,THE CJ CUP Byron Nelson
9,Taiga Semikawa,1.044,4.175,4,THE CJ CUP Byron Nelson
10,S.Y. Noh,1.024,4.097,4,THE CJ CUP Byron Nelson
11,Ryo Hisatsune,0.993,3.972,4,THE CJ CUP Byron Nelson
12,Ben Kohles,0.975,3.901,4,THE CJ CUP Byron Nelson
13,Luke List,0.956,3.824,4,THE CJ CUP Byron Nelson
14,Ryan McCormick,0.939,3.757,4,THE CJ CUP Byron Nelson
15,Taylor Pendrith,0.929,3.717,4,THE CJ CUP Byron Nelson
16,Rafael Campos,0.903,3.612,4,THE CJ CUP Byron Nelson
17,Dylan Wu,0.818,3.272,4,THE CJ CUP Byron Nelson
18,David Skinns,0.805,3.219,4,THE CJ CUP Byron Nelson
19,Byeong Hun An,0.789,3.158,4,THE CJ CUP Byron Nelson
20,Beau Hossler,0.753,3.011,4,THE CJ CUP Byron Nelson
21,Martin Laird,0.726,2.903,4,THE CJ CUP Byron Nelson
22,Alex Noren,0.710,2.839,4,THE CJ CUP Byron Nelson
23,Davis Riley,0.637,2.549,4,THE CJ CUP Byron Nelson
24,Patton Kizzire,0.614,2.457,4,THE CJ CUP Byron Nelson
25,Ben Griffin,0.566,2.265,4,THE CJ CUP Byron Nelson
26,Kevin Chappell,0.565,2.260,4,THE CJ CUP Byron Nelson
27,Justin Lower,0.550,2.200,4,THE CJ CUP Byron Nelson
28,Ben Martin,0.539,2.158,4,THE CJ CUP Byron Nelson
29,Chris Gotterup,0.507,2.027,4,THE CJ CUP Byron Nelson
30,Andrew Novak,0.464,1.858,4,THE CJ CUP Byron Nelson
31,K.H. Lee,0.427,1.709,4,THE CJ CUP Byron Nelson
32,Mark Hubbard,0.410,1.640,4,THE CJ CUP Byron Nelson
33,Nick Dunlap,0.399,1.598,4,THE CJ CUP Byron Nelson
34,Harrison Endycott,0.397,1.589,4,THE CJ CUP Byron Nelson
35,Jason Day,0.365,1.460,4,THE CJ CUP Byron Nelson
36,Adrien Dumont de Chassart,0.361,1.443,4,THE CJ CUP Byron Nelson
37,Jake Knapp,0.335,1.339,4,THE CJ CUP Byron Nelson
37,Min Woo Lee,0.335,1.341,4,THE CJ CUP Byron Nelson
39,Tom Kim,0.329,1.315,4,THE CJ CUP Byron Nelson
40,Sung Kang,0.290,1.161,4,THE CJ CUP Byron Nelson
41,Aaron Rai,0.277,1.109,4,THE CJ CUP Byron Nelson
42,Brandt Snedeker,0.248,0.993,4,THE CJ CUP Byron Nelson
43,Daniel Berger,0.106,0.423,4,THE CJ CUP Byron Nelson
44,Aaron Baddeley,0.090,0.360,4,THE CJ CUP Byron Nelson
45,Nico Echavarria,0.006,0.023,4,THE CJ CUP Byron Nelson
46,Kevin Dougherty,-0.020,-0.081,4,THE CJ CUP Byron Nelson
47,Maverick McNealy,-0.024,-0.094,4,THE CJ CUP Byron Nelson
48,Adam Schenk,-0.062,-0.246,4,THE CJ CUP Byron Nelson
49,Sam Stevens,-0.123,-0.491,4,THE CJ CUP Byron Nelson
50,Carson Young,-0.169,-0.677,4,THE CJ CUP Byron Nelson
51,Alex Smalley,-0.223,-0.890,4,THE CJ CUP Byron Nelson
52,Stephan Jaeger,-0.225,-0.899,4,THE CJ CUP Byron Nelson
53,Henrik Norlander,-0.275,-1.100,4,THE CJ CUP Byron Nelson
54,Si Woo Kim,-0.278,-1.112,4,THE CJ CUP Byron Nelson
55,Matt Wallace,-0.373,-1.490,4,THE CJ CUP Byron Nelson
56,Adam Scott,-0.377,-1.507,4,THE CJ CUP Byron Nelson
57,Scott Piercy,-0.411,-1.642,4,THE CJ CUP Byron Nelson
58,Hayden Buckley,-0.437,-1.749,4,THE CJ CUP Byron Nelson
59,Jorge Campillo,-0.585,-2.340,4,THE CJ CUP Byron Nelson
60,Keith Mitchell,-0.606,-2.422,4,THE CJ CUP Byron Nelson
61,Kelly Kraft,-0.718,-2.872,4,THE CJ CUP Byron Nelson
62,Joel Dahmen,-0.817,-3.269,4,THE CJ CUP Byron Nelson
63,Kris Kim,-0.826,-3.305,4,THE CJ CUP Byron Nelson
64,Max McGreevy,-0.874,-3.494,4,THE CJ CUP Byron Nelson
65,Tom Whitney,-1.048,-4.192,4,THE CJ CUP Byron Nelson
66,Tom Hoge,-1.102,-4.406,4,THE CJ CUP Byron Nelson
1,Patrick Rodgers,1.703,6.813,4,RBC Heritage
2,Xander Schauffele,1.554,6.215,4,RBC Heritage
3,Thomas Detry,1.321,5.285,4,RBC Heritage
4,Jason Day,1.264,5.057,4,RBC Heritage
5,Tom Kim,1.139,4.555,4,RBC Heritage
6,Sahith Theegala,1.127,4.506,4,RBC Heritage
7,Mackenzie Hughes,0.967,3.869,4,RBC Heritage
8,Sepp Straka,0.962,3.849,4,RBC Heritage
9,Wyndham Clark,0.933,3.730,4,RBC Heritage
10,Grayson Murray,0.931,3.723,4,RBC Heritage
11,J.T. Poston,0.930,3.719,4,RBC Heritage
12,Christiaan Bezuidenhout,0.912,3.647,4,RBC Heritage
13,Collin Morikawa,0.836,3.345,4,RBC Heritage
14,Denny McCarthy,0.832,3.328,4,RBC Heritage
15,Justin Thomas,0.667,2.666,4,RBC Heritage
16,Harris English,0.666,2.663,4,RBC Heritage
17,Brice Garnett,0.545,2.178,4,RBC Heritage
18,Seamus Power,0.535,2.140,4,RBC Heritage
19,Matt Fitzpatrick,0.527,2.107,4,RBC Heritage
20,Adam Svensson,0.497,1.986,4,RBC Heritage
21,Akshay Bhatia,0.470,1.881,4,RBC Heritage
22,Peter Malnati,0.418,1.672,4,RBC Heritage
23,Brian Harman,0.359,1.434,4,RBC Heritage
24,Emiliano Grillo,0.236,0.944,4,RBC Heritage
25,Justin Rose,0.215,0.861,4,RBC Heritage
26,Andrew Putnam,0.212,0.846,4,RBC Heritage
27,Eric Cole,0.171,0.685,4,RBC Heritage
28,Tom Hoge,0.157,0.629,4,RBC Heritage
29,Austin Eckroat,0.131,0.524,4,RBC Heritage
29,Nick Taylor,0.131,0.523,4,RBC Heritage
31,Jordan Spieth,0.107,0.429,4,RBC Heritage
32,Gary Woodland,0.086,0.345,4,RBC Heritage
33,Sungjae Im,0.071,0.283,4,RBC Heritage
34,Patrick Cantlay,0.068,0.270,4,RBC Heritage
35,Jake Knapp,0.045,0.180,4,RBC Heritage
35,Erik van Rooyen,0.045,0.178,4,RBC Heritage
37,Scottie Scheffler,0.029,0.115,4,RBC Heritage
38,Ludvig Åberg,-0.039,-0.156,4,RBC Heritage
39,Erik Barnes,-0.067,-0.270,4,RBC Heritage
40,Lucas Glover,-0.100,-0.402,4,RBC Heritage
41,Tony Finau,-0.134,-0.535,4,RBC Heritage
42,Si Woo Kim,-0.219,-0.878,4,RBC Heritage
43,Chris Kirk,-0.257,-1.028,4,RBC Heritage
44,Lee Hodges,-0.301,-1.204,4,RBC Heritage
45,Corey Conners,-0.364,-1.457,4,RBC Heritage
45,Rory McIlroy,-0.364,-1.458,4,RBC Heritage
47,Will Zalatoris,-0.376,-1.505,4,RBC Heritage
48,Adam Hadwin,-0.380,-1.519,4,RBC Heritage
49,Webb Simpson,-0.406,-1.623,4,RBC Heritage
50,Chandler Phillips,-0.409,-1.637,4,RBC Heritage
51,Russell Henley,-0.481,-1.926,4,RBC Heritage
52,Cameron Young,-0.482,-1.927,4,RBC Heritage
53,Rickie Fowler,-0.493,-1.972,4,RBC Heritage
54,Kevin Kisner,-0.572,-2.288,4,RBC Heritage
55,Stephan Jaeger,-0.573,-2.291,4,RBC Heritage
56,Sam Burns,-0.597,-2.387,4,RBC Heritage
57,Tommy Fleetwood,-0.598,-2.393,4,RBC Heritage
58,Alejandro Tosti,-0.751,-3.003,4,RBC Heritage
59,Cam Davis,-0.788,-3.152,4,RBC Heritage
59,Matthieu Pavon,-0.788,-3.154,4,RBC Heritage
61,Adam Schenk,-0.964,-3.857,4,RBC Heritage
62,Brendon Todd,-1.021,-4.086,4,RBC Heritage
63,Keegan Bradley,-1.103,-4.414,4,RBC Heritage
64,Kurt Kitayama,-1.131,-4.523,4,RBC Heritage
65,Max Homa,-1.242,-4.969,4,RBC Heritage
66,Taylor Moore,-1.468,-5.873,4,RBC Heritage
67,Nick Dunlap,-1.535,-6.142,4,RBC Heritage
68,Byeong Hun An,-1.879,-7.515,4,RBC Heritage
69,Shane Lowry,-1.917,-7.667,4,RBC Heritage
1,S.H. Kim,2.157,8.627,4,Valero Texas Open
2,Brian Harman,1.870,7.479,4,Valero Texas Open
3,Denny McCarthy,1.847,7.388,4,Valero Texas Open
4,Garrick Higgo,1.835,7.341,4,Valero Texas Open
5,Adam Scott,1.789,7.157,4,Valero Texas Open
6,Adam Schenk,1.565,6.258,4,Valero Texas Open
7,Alexander Björk,1.470,5.880,4,Valero Texas Open
8,Carl Yuan,1.293,5.173,4,Valero Texas Open
9,Tyson Alexander,1.192,4.768,4,Valero Texas Open
10,Pierceson Coody,1.152,4.609,4,Valero Texas Open
11,Stewart Cink,1.110,4.441,4,Valero Texas Open
12,Matt Fitzpatrick,1.061,4.245,4,Valero Texas Open
13,Justin Lower,1.039,4.156,4,Valero Texas Open
14,Christiaan Bezuidenhout,1.038,4.151,4,Valero Texas Open
15,Peter Kuest,0.972,3.888,4,Valero Texas Open
16,Kevin Streelman,0.963,3.850,4,Valero Texas Open
17,Davis Thompson,0.957,3.829,4,Valero Texas Open
18,Brendon Todd,0.828,3.311,4,Valero Texas Open
19,Ben Martin,0.817,3.266,4,Valero Texas Open
20,Sam Stevens,0.792,3.167,4,Valero Texas Open
21,Bud Cauley,0.756,3.025,4,Valero Texas Open
22,Parker Coody,0.637,2.547,4,Valero Texas Open
23,Rico Hoey,0.627,2.509,4,Valero Texas Open
24,Akshay Bhatia,0.590,2.359,4,Valero Texas Open
25,Victor Perez,0.576,2.302,4,Valero Texas Open
26,Robby Shelton,0.508,2.030,4,Valero Texas Open
27,Rory McIlroy,0.490,1.959,4,Valero Texas Open
28,Max Homa,0.488,1.950,4,Valero Texas Open
29,Kevin Kisner,0.456,1.824,4,Valero Texas Open
30,Aaron Rai,0.449,1.796,4,Valero Texas Open
31,Andrew Putnam,0.436,1.745,4,Valero Texas Open
32,Chez Reavie,0.397,1.586,4,Valero Texas Open
33,Ben Griffin,0.373,1.492,4,Valero Texas Open
34,Keith Mitchell,0.346,1.384,4,Valero Texas Open
35,Russell Henley,0.332,1.328,4,Valero Texas Open
36,Kevin Chappell,0.327,1.307,4,Valero Texas Open
