rank,player,total,total_sg_ott_avg,total_sg_apr_avg,total_sg_arg_avg,measured_rounds,tournament
58,Matt McCarty,-0.254,-0.147,0.249,-0.357,4,Sanderson Farms Championship
59,Nicholas Lindheim,-0.267,-0.383,-0.832,0.948,4,Sanderson Farms Championship
60,Luke List,-0.270,0.467,-0.683,-0.054,4,Sanderson Farms Championship
61,Rico Hoey,-0.361,0.226,-0.764,0.177,4,Sanderson Farms Championship
62,Paul Barjon,-0.706,-0.186,0.255,-0.776,4,Sanderson Farms Championship
63,Taylor Moore,-0.708,0.675,-1.181,-0.202,4,Sanderson Farms Championship
64,Callum Tarren,-0.736,-0.362,0.664,-1.039,4,Sanderson Farms Championship
65,Mark Hubbard,-0.752,0.661,-0.004,-1.409,4,Sanderson Farms Championship
66,Sam Stevens,-0.784,0.042,-0.867,0.041,4,Sanderson Farms Championship
67,Roger Sloan,-1.442,-0.181,-0.537,-0.724,4,Sanderson Farms Championship
68,Sami Valimaki,-2.347,-0.099,-1.466,-0.783,4,Sanderson Farms Championship
1,Greyson Sigg,2.317,0.331,1.059,0.927,4,Procore Championship
2,Mackenzie Hughes,2.116,0.164,1.560,0.392,4,Procore Championship
3,Corey Conners,2.050,1.212,0.672,0.166,4,Procore Championship
4,Patton Kizzire,2.013,0.245,0.861,0.907,4,Procore Championship
5,Sahith Theegala,1.908,0.749,0.530,0.629,4,Procore Championship
6,Patrick Fishburn,1.836,0.786,0.329,0.722,4,Procore Championship
7,"Blaine Hale, Jr.",1.808,0.079,1.649,0.080,4,Procore Championship
8,Joe Highsmith,1.768,0.502,1.134,0.132,4,Procore Championship
9,Chan Kim,1.660,0.400,0.615,0.644,4,Procore Championship
10,Keith Mitchell,1.582,1.113,0.335,0.134,4,Procore Championship
11,Kevin Chappell,1.404,0.335,0.374,0.695,4,Procore Championship
12,Neal Shipley,1.319,0.551,0.271,0.497,4,Procore Championship
13,David Lipsky,1.285,-0.339,1.380,0.244,4,Procore Championship
14,Johnny Keefer,1.283,0.411,1.221,-0.349,4,Procore Championship
15,Matt Kuchar,1.225,-0.035,1.328,-0.068,4,Procore Championship
16,Joel Dahmen,1.201,0.961,-0.036,0.276,4,Procore Championship
17,Andrew Putnam,1.198,0.293,0.658,0.247,4,Procore Championship
18,Justin Suh,1.090,-0.064,0.306,0.847,4,Procore Championship
19,Min Woo Lee,1.075,0.522,0.372,0.181,4,Procore Championship
20,J.J. Spaun,1.069,0.539,0.477,0.054,4,Procore Championship
21,Webb Simpson,1.061,0.079,0.208,0.774,4,Procore Championship
22,Rico Hoey,1.032,0.278,1.043,-0.289,4,Procore Championship
23,Tom Hoge,1.002,-0.432,1.545,-0.112,4,Procore Championship
24,Austin Smotherman,0.987,1.317,-0.234,-0.095,4,Procore Championship
25,Roger Sloan,0.982,1.060,-0.396,0.317,4,Procore Championship
26,Henrik Norlander,0.977,-0.337,0.024,1.290,4,Procore Championship
27,Patrick Rodgers,0.938,0.358,0.392,0.188,4,Procore Championship
28,Sam Stevens,0.799,-0.130,0.221,0.708,4,Procore Championship
29,Justin Lower,0.761,0.376,0.325,0.059,4,Procore Championship
30,Doug Ghim,0.710,0.305,0.806,-0.401,4,Procore Championship
31,Chez Reavie,0.677,-0.043,0.576,0.145,4,Procore Championship
32,Jhonattan Vegas,0.626,0.609,0.161,-0.143,4,Procore Championship
33,Charley Hoffman,0.625,-0.263,-0.108,0.997,4,Procore Championship
34,Lucas Glover,0.590,-0.252,0.585,0.256,4,Procore Championship
35,Wilson Furr,0.576,0.381,0.148,0.046,4,Procore Championship
36,Pierceson Coody,0.559,0.278,1.016,-0.736,4,Procore Championship
37,Lanto Griffin,0.493,0.238,0.172,0.084,4,Procore Championship
38,Luke Clanton,0.421,0.116,1.128,-0.824,4,Procore Championship
39,Josh Teater,0.408,0.044,0.978,-0.614,4,Procore Championship
40,Brandon Wu,0.406,-0.016,-0.567,0.989,4,Procore Championship
41,Ben Silverman,0.334,0.439,-0.327,0.221,4,Procore Championship
42,Adam Svensson,0.257,-0.538,0.180,0.615,4,Procore Championship
43,Ben Kohles,0.207,-0.147,0.916,-0.561,4,Procore Championship
44,Tom Whitney,0.190,-0.965,1.108,0.048,4,Procore Championship
45,Brendon Todd,0.157,0.612,-1.510,1.055,4,Procore Championship
46,Garrick Higgo,0.137,-0.101,0.446,-0.208,4,Procore Championship
47,Nick Hardy,0.132,-0.261,0.846,-0.453,4,Procore Championship
48,Wesley Bryan,0.114,0.504,-0.416,0.026,4,Procore Championship
49,Tom Johnson,-0.014,-0.130,-0.539,0.656,4,Procore Championship
50,Bud Cauley,-0.039,0.527,-0.369,-0.197,4,Procore Championship
51,Brandt Snedeker,-0.047,-0.446,0.636,-0.237,4,Procore Championship
52,Matti Schmid,-0.102,-0.234,0.617,-0.485,4,Procore Championship
53,Zac Blair,-0.110,0.621,-0.846,0.115,4,Procore Championship
54,Rafael Campos,-0.162,-0.524,0.291,0.071,4,Procore Championship
55,Sangmoon Bae,-0.225,0.240,0.227,-0.693,4,Procore Championship
56,Chandler Phillips,-0.288,0.250,-1.267,0.729,4,Procore Championship
57,Martin Laird,-0.296,-0.913,-0.145,0.762,4,Procore Championship
58,David Skinns,-0.352,-0.306,0.039,-0.084,4,Procore Championship
59,Kevin Dougherty,-0.394,0.277,-0.647,-0.023,4,Procore Championship
60,Kevin Tway,-0.456,-0.121,-0.701,0.366,4,Procore Championship
61,Chad Ramey,-0.526,-0.667,-0.111,0.252,4,Procore Championship
62,Michael Thorbjornsen,-0.650,0.371,-0.586,-0.435,4,Procore Championship
63,Aaron Baddeley,-0.742,-1.246,-0.135,0.639,4,Procore Championship
64,J.B. Holmes,-0.839,0.251,-1.921,0.832,4,Procore Championship
65,Chesson Hadley,-1.111,0.637,-0.012,-1.736,4,Procore Championship
1,Collin Morikawa,2.455,0.730,0.840,0.885,4,TOUR Championship
2,Sahith Theegala,2.255,0.527,1.086,0.642,4,TOUR Championship
3,Scottie Scheffler,1.611,0.857,0.999,-0.245,4,TOUR Championship
4,Russell Henley,1.600,-0.122,0.619,1.102,4,TOUR Championship
5,Sungjae Im,1.561,0.493,0.027,1.040,4,TOUR Championship
6,Justin Thomas,1.494,0.113,0.601,0.780,4,TOUR Championship
7,Xander Schauffele,0.677,-0.114,-0.013,0.804,4,TOUR Championship
8,Wyndham Clark,0.643,0.096,0.638,-0.091,4,TOUR Championship
9,Sam Burns,0.588,0.019,1.023,-0.455,4,TOUR Championship
10,Hideki Matsuyama,0.435,0.142,0.675,-0.382,4,TOUR Championship
11,Adam Scott,0.174,0.293,-0.471,0.352,4,TOUR Championship
12,Ludvig Åberg,0.170,0.588,-0.463,0.045,4,TOUR Championship
13,Shane Lowry,0.147,0.071,0.208,-0.132,4,TOUR Championship
14,Tony Finau,0.038,-0.051,0.552,-0.463,4,TOUR Championship
15,Patrick Cantlay,-0.051,0.223,-0.490,0.216,4,TOUR Championship
16,Byeong Hun An,-0.086,0.290,0.056,-0.432,4,TOUR Championship
17,Matthieu Pavon,-0.122,-0.447,0.427,-0.102,4,TOUR Championship
18,Taylor Pendrith,-0.133,-0.040,0.872,-0.965,4,TOUR Championship
19,Aaron Rai,-0.201,-0.065,0.057,-0.194,4,TOUR Championship
20,Viktor Hovland,-0.239,-0.382,0.342,-0.199,4,TOUR Championship
21,Rory McIlroy,-0.262,0.349,-0.168,-0.443,4,TOUR Championship
22,Robert MacIntyre,-0.337,0.175,-0.428,-0.083,4,TOUR Championship
23,Tommy Fleetwood,-0.449,-0.014,-0.242,-0.193,4,TOUR Championship
24,Billy Horschel,-0.769,-0.345,-0.764,0.341,4,TOUR Championship
25,Chris Kirk,-0.882,0.082,-1.038,0.073,4,TOUR Championship
26,Keegan Bradley,-1.405,-0.944,-0.376,-0.085,4,TOUR Championship
27,Akshay Bhatia,-1.482,-0.377,-0.935,-0.170,4,TOUR Championship
28,Sepp Straka,-1.748,-0.892,0.317,-1.172,4,TOUR Championship
29,Tom Hoge,-2.281,0.059,-2.393,0.053,4,TOUR Championship
30,Christiaan Bezuidenhout,-3.404,-1.318,-1.561,-0.525,4,TOUR Championship
1,Keegan Bradley,2.798,0.703,1.625,0.470,4,BMW Championship
2,Tony Finau,2.102,1.078,-0.110,1.134,4,BMW Championship
3,Adam Scott,1.681,-0.241,1.066,0.855,4,BMW Championship
4,Viktor Hovland,1.346,-0.057,1.156,0.246,4,BMW Championship
5,Cam Davis,1.316,-0.422,0.876,0.861,4,BMW Championship
6,Tommy Fleetwood,1.016,0.721,0.343,-0.048,4,BMW Championship
7,Sungjae Im,1.004,0.623,0.232,0.150,4,BMW Championship
8,Si Woo Kim,0.993,-0.073,0.979,0.088,4,BMW Championship
9,Xander Schauffele,0.984,1.060,-0.172,0.096,4,BMW Championship
10,Ludvig Åberg,0.979,0.565,-0.130,0.544,4,BMW Championship
11,Tom Hoge,0.971,-1.402,2.103,0.269,4,BMW Championship
12,Billy Horschel,0.854,0.206,0.580,0.068,4,BMW Championship
13,Chris Kirk,0.841,0.615,-0.130,0.357,4,BMW Championship
14,Patrick Cantlay,0.549,0.190,-0.027,0.386,4,BMW Championship
15,Rory McIlroy,0.541,0.428,0.041,0.072,4,BMW Championship
16,Sam Burns,0.534,-0.059,0.515,0.078,4,BMW Championship
17,Russell Henley,0.511,0.225,-0.217,0.502,4,BMW Championship
18,Corey Conners,0.509,0.764,0.437,-0.692,4,BMW Championship
19,Brian Harman,0.327,0.300,0.613,-0.587,4,BMW Championship
20,Collin Morikawa,0.289,0.143,0.066,0.080,4,BMW Championship
21,Justin Thomas,0.265,-0.424,0.348,0.341,4,BMW Championship
22,Nick Dunlap,0.243,0.039,0.069,0.134,4,BMW Championship
23,Shane Lowry,0.237,-0.070,-0.054,0.361,4,BMW Championship
24,Wyndham Clark,0.180,1.129,-0.843,-0.106,4,BMW Championship
25,Will Zalatoris,0.124,-0.095,0.441,-0.222,4,BMW Championship
26,Alex Noren,0.120,0.431,-0.207,-0.105,4,BMW Championship
27,Taylor Pendrith,0.028,-0.013,-0.176,0.216,4,BMW Championship
28,Byeong Hun An,-0.154,0.837,-0.636,-0.355,4,BMW Championship
29,Max Homa,-0.197,-2.180,1.601,0.382,4,BMW Championship
30,Davis Thompson,-0.269,-0.193,0.020,-0.096,4,BMW Championship
31,J.T. Poston,-0.318,-0.539,0.814,-0.593,4,BMW Championship
32,Scottie Scheffler,-0.400,0.421,-0.832,0.011,4,BMW Championship
33,Matthieu Pavon,-0.554,0.551,-0.308,-0.798,4,BMW Championship
34,Denny McCarthy,-0.589,-0.476,0.150,-0.264,4,BMW Championship
35,Aaron Rai,-0.784,0.332,-0.704,-0.412,4,BMW Championship
36,Sepp Straka,-0.826,-0.042,-0.440,-0.344,4,BMW Championship
37,Jason Day,-0.980,-0.360,-0.507,-0.113,4,BMW Championship
38,Matt Fitzpatrick,-1.012,-0.202,-0.931,0.121,4,BMW Championship
39,Christiaan Bezuidenhout,-1.127,-0.324,-0.249,-0.555,4,BMW Championship
40,Sahith Theegala,-1.186,-0.482,-0.505,-0.199,4,BMW Championship
41,Adam Hadwin,-1.237,-0.375,-1.014,0.152,4,BMW Championship
42,Thomas Detry,-1.249,-0.063,-0.400,-0.787,4,BMW Championship
43,Austin Eckroat,-1.298,-0.672,0.492,-1.118,4,BMW Championship
44,Eric Cole,-1.452,-1.107,0.225,-0.569,4,BMW Championship
45,Max Greyserman,-1.976,-0.194,-1.365,-0.417,4,BMW Championship
46,Stephan Jaeger,-2.080,-0.696,-1.040,-0.344,4,BMW Championship
47,Akshay Bhatia,-2.102,-0.110,-2.100,0.108,4,BMW Championship
48,Cameron Young,-2.303,-0.775,-1.695,0.167,4,BMW Championship
1,Tommy Fleetwood,2.441,0.635,1.442,0.363,4,FedEx St. Jude Championship
2,Aaron Rai,2.118,-0.013,1.935,0.196,4,FedEx St. Jude Championship
3,Scottie Scheffler,1.970,0.902,0.928,0.140,4,FedEx St. Jude Championship
4,Viktor Hovland,1.868,0.773,1.371,-0.275,4,FedEx St. Jude Championship
5,Xander Schauffele,1.601,0.343,1.244,0.014,4,FedEx St. Jude Championship
6,Nick Dunlap,1.310,0.199,1.359,-0.248,4,FedEx St. Jude Championship
7,Wyndham Clark,1.223,0.627,0.216,0.379,4,FedEx St. Jude Championship
8,Billy Horschel,1.175,0.116,0.710,0.350,4,FedEx St. Jude Championship
9,Hideki Matsuyama,1.146,0.563,1.412,-0.829,4,FedEx St. Jude Championship
10,Justin Thomas,1.027,-0.170,0.944,0.253,4,FedEx St. Jude Championship
11,Emiliano Grillo,0.997,0.269,0.521,0.206,4,FedEx St. Jude Championship
12,Tony Finau,0.973,-0.639,0.777,0.834,4,FedEx St. Jude Championship
13,Justin Rose,0.870,0.265,0.528,0.077,4,FedEx St. Jude Championship
14,Patrick Cantlay,0.794,0.785,0.212,-0.203,4,FedEx St. Jude Championship
15,Maverick McNealy,0.701,0.612,-0.407,0.497,4,FedEx St. Jude Championship
16,Will Zalatoris,0.682,0.445,0.114,0.123,4,FedEx St. Jude Championship
17,Min Woo Lee,0.678,0.920,-0.040,-0.201,4,FedEx St. Jude Championship
18,Erik van Rooyen,0.606,0.762,-0.195,0.039,4,FedEx St. Jude Championship
19,Robert MacIntyre,0.602,0.132,0.012,0.458,4,FedEx St. Jude Championship
20,Christiaan Bezuidenhout,0.598,-0.373,0.217,0.754,4,FedEx St. Jude Championship
21,Eric Cole,0.564,-1.210,0.675,1.099,4,FedEx St. Jude Championship
22,Austin Eckroat,0.556,-0.134,0.291,0.398,4,FedEx St. Jude Championship
23,Tom Kim,0.520,-0.617,1.058,0.079,4,FedEx St. Jude Championship
24,Byeong Hun An,0.483,-0.262,-0.271,1.016,4,FedEx St. Jude Championship
25,Seamus Power,0.471,0.926,-0.557,0.102,4,FedEx St. Jude Championship
26,Sam Burns,0.414,-0.329,0.690,0.052,4,FedEx St. Jude Championship
27,Jason Day,0.412,0.669,0.222,-0.480,4,FedEx St. Jude Championship
28,Adam Scott,0.391,0.485,-0.415,0.321,4,FedEx St. Jude Championship
29,Taylor Pendrith,0.335,-0.418,1.029,-0.276,4,FedEx St. Jude Championship
30,Shane Lowry,0.296,0.102,0.489,-0.295,4,FedEx St. Jude Championship
31,Davis Thompson,0.154,0.258,-0.048,-0.056,4,FedEx St. Jude Championship
32,Tom Hoge,0.103,-0.159,0.371,-0.109,4,FedEx St. Jude Championship
33,Jhonattan Vegas,0.099,0.369,0.334,-0.605,4,FedEx St. Jude Championship
34,Akshay Bhatia,-0.004,-0.172,0.214,-0.046,4,FedEx St. Jude Championship
35,Denny McCarthy,-0.010,-0.601,0.061,0.531,4,FedEx St. Jude Championship
36,Alex Noren,-0.097,-0.845,0.217,0.531,4,FedEx St. Jude Championship
37,Brian Harman,-0.120,0.702,-0.172,-0.649,4,FedEx St. Jude Championship
38,Mark Hubbard,-0.139,0.153,-0.612,0.320,4,FedEx St. Jude Championship
39,Russell Henley,-0.177,0.375,0.148,-0.700,4,FedEx St. Jude Championship
40,J.T. Poston,-0.199,-0.159,-1.019,0.979,4,FedEx St. Jude Championship
41,Matt Fitzpatrick,-0.224,-0.455,-0.130,0.362,4,FedEx St. Jude Championship
42,Collin Morikawa,-0.233,-0.371,-0.807,0.945,4,FedEx St. Jude Championship
43,Ludvig Åberg,-0.248,0.659,0.014,-0.921,4,FedEx St. Jude Championship
44,Thomas Detry,-0.251,0.128,-0.648,0.270,4,FedEx St. Jude Championship
45,Chris Kirk,-0.290,0.275,-0.020,-0.545,4,FedEx St. Jude Championship
46,Matthieu Pavon,-0.428,0.200,-0.376,-0.252,4,FedEx St. Jude Championship
47,Patrick Rodgers,-0.429,-0.757,0.539,-0.210,4,FedEx St. Jude Championship
48,Victor Perez,-0.453,-0.201,-0.161,-0.091,4,FedEx St. Jude Championship
49,Sahith Theegala,-0.499,0.341,-0.818,-0.022,4,FedEx St. Jude Championship
50,Cam Davis,-0.565,0.741,-0.806,-0.500,4,FedEx St. Jude Championship
51,Taylor Moore,-0.569,-0.429,0.005,-0.145,4,FedEx St. Jude Championship
52,Ben Griffin,-0.627,-0.290,-0.603,0.267,4,FedEx St. Jude Championship
53,Stephan Jaeger,-0.634,0.004,-0.463,-0.174,4,FedEx St. Jude Championship
54,Max Greyserman,-0.671,0.614,-0.593,-0.692,4,FedEx St. Jude Championship
55,Cameron Young,-0.690,-0.283,-0.788,0.382,4,FedEx St. Jude Championship
56,Corey Conners,-0.747,-0.138,-0.054,-0.555,4,FedEx St. Jude Championship
56,Sepp Straka,-0.747,0.512,0.016,-1.274,4,FedEx St. Jude Championship
58,Sungjae Im,-0.833,-1.016,0.661,-0.478,4,FedEx St. Jude Championship
59,Nick Taylor,-0.861,0.087,-0.770,-0.177,4,FedEx St. Jude Championship
60,Keegan Bradley,-0.971,0.303,-0.823,-0.451,4,FedEx St. Jude Championship
61,Peter Malnati,-1.014,-0.660,-0.604,0.250,4,FedEx St. Jude Championship
62,Adam Hadwin,-1.078,-0.097,-1.455,0.475,4,FedEx St. Jude Championship
63,Brendon Todd,-1.099,-0.052,-0.398,-0.649,4,FedEx St. Jude Championship
64,Jake Knapp,-1.297,0.240,-0.829,-0.708,4,FedEx St. Jude Championship
65,Rory McIlroy,-1.346,-0.974,-0.810,0.438,4,FedEx St. Jude Championship
66,Mackenzie Hughes,-1.428,-1.400,-0.702,0.674,4,FedEx St. Jude Championship
67,Si Woo Kim,-1.768,-0.971,-0.631,-0.166,4,FedEx St. Jude Championship
68,Harris English,-1.776,-0.956,-0.669,-0.151,4,FedEx St. Jude Championship
69,Jordan Spieth,-2.668,0.266,-2.159,-0.774,4,FedEx St. Jude Championship
70,Max Homa,-2.997,-1.612,-1.117,-0.268,4,FedEx St. Jude Championship
1,Aaron Rai,2.836,0.361,2.195,0.279,4,Wyndham Championship
2,Luke Clanton,2.313,0.382,1.728,0.203,4,Wyndham Championship
3,J.J. Spaun,2.267,0.732,1.249,0.285,4,Wyndham Championship
4,Cameron Young,2.148,1.397,0.265,0.485,4,Wyndham Championship
5,Chan Kim,1.857,0.622,1.331,-0.096,4,Wyndham Championship
6,Ben Griffin,1.745,-0.630,2.053,0.322,4,Wyndham Championship
7,Ryo Hisatsune,1.648,0.408,1.801,-0.561,4,Wyndham Championship
8,Adam Hadwin,1.601,0.686,0.850,0.064,4,Wyndham Championship
9,Keegan Bradley,1.542,0.704,0.581,0.258,4,Wyndham Championship
10,Chandler Phillips,1.534,0.758,0.251,0.525,4,Wyndham Championship
11,Nick Hardy,1.511,0.325,0.729,0.458,4,Wyndham Championship
12,Christiaan Bezuidenhout,1.447,-0.725,1.285,0.887,4,Wyndham Championship
13,Denny McCarthy,1.398,0.088,0.926,0.384,4,Wyndham Championship
14,Max Greyserman,1.376,0.451,0.324,0.601,4,Wyndham Championship
15,Charley Hoffman,1.365,0.730,0.637,-0.002,4,Wyndham Championship
16,Eric Cole,1.304,0.028,1.064,0.212,4,Wyndham Championship
17,Andrew Novak,1.293,0.375,0.860,0.057,4,Wyndham Championship
18,Trace Crowe,1.228,0.565,0.443,0.219,4,Wyndham Championship
19,Jacob Bridgeman,1.127,0.723,0.761,-0.358,4,Wyndham Championship
20,Davis Thompson,1.102,0.700,-0.033,0.435,4,Wyndham Championship
21,Austin Eckroat,1.097,0.781,0.270,0.045,4,Wyndham Championship
22,Billy Horschel,1.015,0.299,1.031,-0.315,4,Wyndham Championship
23,Beau Hossler,0.996,0.621,0.302,0.073,4,Wyndham Championship
24,Nico Echavarria,0.994,0.372,0.195,0.427,4,Wyndham Championship
25,Seamus Power,0.923,0.461,-0.052,0.514,4,Wyndham Championship
26,Roger Sloan,0.914,-0.171,0.748,0.336,4,Wyndham Championship
27,Keith Mitchell,0.897,1.134,-0.420,0.183,4,Wyndham Championship
28,Brice Garnett,0.853,-0.061,0.407,0.506,4,Wyndham Championship
29,Jhonattan Vegas,0.746,-0.040,0.345,0.440,4,Wyndham Championship
30,Ryan Moore,0.692,-0.244,0.578,0.358,4,Wyndham Championship
31,Doug Ghim,0.658,-0.272,1.233,-0.302,4,Wyndham Championship
32,Rico Hoey,0.636,0.682,-0.091,0.044,4,Wyndham Championship
33,Mac Meissner,0.606,0.572,0.442,-0.408,4,Wyndham Championship
34,Patrick Rodgers,0.591,0.734,-0.673,0.530,4,Wyndham Championship
35,Justin Lower,0.567,-0.667,0.855,0.379,4,Wyndham Championship
36,Brendon Todd,0.549,0.039,0.008,0.502,4,Wyndham Championship
37,Gary Woodland,0.541,0.266,0.762,-0.487,4,Wyndham Championship
38,Victor Perez,0.411,-0.079,0.158,0.332,4,Wyndham Championship
39,Adam Svensson,0.256,-0.094,0.006,0.343,4,Wyndham Championship
40,Chris Gotterup,0.218,0.519,-0.378,0.077,4,Wyndham Championship
41,Joel Dahmen,0.202,-0.512,0.418,0.296,4,Wyndham Championship
42,Matt Wallace,0.191,0.179,-0.370,0.382,4,Wyndham Championship
43,Kevin Tway,0.095,0.419,0.039,-0.363,4,Wyndham Championship
44,Zach Johnson,0.037,0.189,-0.445,0.293,4,Wyndham Championship
45,Zac Blair,0.029,0.106,0.231,-0.308,4,Wyndham Championship
46,Taylor Moore,0.028,0.499,-0.131,-0.341,4,Wyndham Championship
47,Cameron Champ,-0.009,0.841,-0.601,-0.249,4,Wyndham Championship
48,Mackenzie Hughes,-0.067,-0.979,-0.658,1.570,4,Wyndham Championship
49,Davis Riley,-0.074,-0.103,-0.419,0.448,4,Wyndham Championship
50,Maverick McNealy,-0.111,0.348,-0.253,-0.205,4,Wyndham Championship
51,Matt Kuchar,-0.127,0.492,-0.816,0.197,4,Wyndham Championship
52,Daniel Berger,-0.164,0.146,-1.085,0.775,4,Wyndham Championship
53,Nate Lashley,-0.170,-0.517,1.255,-0.908,4,Wyndham Championship
54,Chad Ramey,-0.228,0.104,-1.034,0.702,4,Wyndham Championship
55,Brian Harman,-0.254,-0.414,0.188,-0.028,4,Wyndham Championship
56,Matti Schmid,-0.262,-0.139,0.147,-0.270,4,Wyndham Championship
57,Emiliano Grillo,-0.292,0.162,0.703,-1.158,4,Wyndham Championship
58,K.H. Lee,-0.296,0.009,-0.305,0.001,4,Wyndham Championship
59,Sungjae Im,-0.408,0.758,-0.808,-0.358,4,Wyndham Championship
60,Ben Taylor,-0.487,-0.241,0.076,-0.322,4,Wyndham Championship
61,Martin Trainer,-0.672,0.218,-1.996,1.105,4,Wyndham Championship
62,Pierceson Coody,-1.017,-1.221,0.152,0.052,4,Wyndham Championship
63,Justin Suh,-1.240,0.060,-0.897,-0.403,4,Wyndham Championship
64,Jorge Campillo,-1.276,-0.621,0.052,-0.707,4,Wyndham Championship
65,Vince Whaley,-1.622,-1.235,-0.706,0.319,4,Wyndham Championship
66,S.H. Kim,-4.346,-0.975,-2.927,-0.444,4,Wyndham Championship
1,Matt Kuchar,3.545,0.525,2.513,0.507,4,3M Open
2,Kurt Kitayama,2.806,0.766,1.819,0.221,4,3M Open
3,Henrik Norlander,2.678,0.559,1.900,0.219,4,3M Open
4,Alex Smalley,2.469,0.455,1.795,0.219,4,3M Open
5,Doug Ghim,2.408,1.039,1.158,0.211,4,3M Open
6,Gary Woodland,2.267,0.070,2.117,0.080,4,3M Open
7,Jhonattan Vegas,2.236,0.807,1.519,-0.091,4,3M Open
8,Cam Davis,2.219,0.819,0.868,0.532,4,3M Open
9,Matt NeSmith,1.989,0.709,0.836,0.444,4,3M Open
10,Maverick McNealy,1.982,0.329,0.353,1.300,4,3M Open
11,Taylor Pendrith,1.914,1.326,0.708,-0.120,4,3M Open
12,Andrew Putnam,1.611,-0.170,1.666,0.114,4,3M Open
13,J.J. Spaun,1.542,0.242,1.483,-0.183,4,3M Open
14,Andrew Novak,1.492,0.503,1.355,-0.365,4,3M Open
15,Patrick Fishburn,1.478,0.221,1.170,0.088,4,3M Open
16,Matt Wallace,1.460,0.171,0.950,0.338,4,3M Open
17,Austin Smotherman,1.450,-0.086,1.444,0.092,4,3M Open
18,Seamus Power,1.438,0.691,1.149,-0.402,4,3M Open
19,Matti Schmid,1.387,0.703,1.031,-0.347,4,3M Open
20,Max Greyserman,1.382,0.242,0.903,0.236,4,3M Open
21,Tony Finau,1.364,0.201,1.239,-0.076,4,3M Open
22,Charley Hoffman,1.336,0.028,1.919,-0.612,4,3M Open
23,Neal Shipley,1.332,0.661,1.056,-0.385,4,3M Open
24,Keith Mitchell,1.325,-0.770,1.157,0.938,4,3M Open
25,Sahith Theegala,1.319,0.969,-0.494,0.844,4,3M Open
26,Scott Piercy,1.293,0.628,0.576,0.089,4,3M Open
27,Jacob Bridgeman,1.231,0.148,0.459,0.623,4,3M Open
28,Adam Svensson,1.191,0.076,0.108,1.007,4,3M Open
29,Joseph Bramlett,1.144,0.655,-0.218,0.707,4,3M Open
30,Harry Hall,1.005,-0.070,0.408,0.667,4,3M Open
31,Sam Burns,1.001,0.226,0.428,0.347,4,3M Open
32,Patrick Rodgers,0.987,-0.083,0.624,0.445,4,3M Open
33,Chad Ramey,0.881,0.299,0.713,-0.132,4,3M Open
34,Brice Garnett,0.847,0.506,-0.894,1.234,4,3M Open
35,Trace Crowe,0.732,-1.113,1.425,0.419,4,3M Open
36,David Skinns,0.711,0.361,0.344,0.006,4,3M Open
37,Justin Lower,0.701,0.409,0.034,0.258,4,3M Open
38,Keegan Bradley,0.661,0.008,0.453,0.200,4,3M Open
38,Emiliano Grillo,0.661,0.477,-0.454,0.638,4,3M Open
40,Hayden Springer,0.657,0.795,0.096,-0.234,4,3M Open
41,Cameron Champ,0.597,0.874,0.124,-0.402,4,3M Open
42,Kelly Kraft,0.581,-0.288,0.972,-0.104,4,3M Open
43,Mac Meissner,0.566,0.165,1.013,-0.613,4,3M Open
44,Joe Highsmith,0.495,0.773,-0.512,0.234,4,3M Open
44,K.H. Lee,0.495,0.300,-0.049,0.244,4,3M Open
46,Nick Hardy,0.477,0.507,0.332,-0.362,4,3M Open
47,Mackenzie Hughes,0.475,0.088,-0.672,1.059,4,3M Open
48,Lanto Griffin,0.469,0.529,-0.002,-0.059,4,3M Open
49,Justin Suh,0.464,0.033,-0.204,0.635,4,3M Open
50,MJ Daffue,0.405,0.383,-0.622,0.644,4,3M Open
51,Taylor Moore,0.390,-0.129,0.126,0.393,4,3M Open
52,Kevin Kisner,0.382,-0.059,0.454,-0.013,4,3M Open
53,Akshay Bhatia,0.359,-0.847,0.581,0.626,4,3M Open
54,Ben Kohles,0.181,0.813,-0.590,-0.043,4,3M Open
55,Zach Johnson,0.047,0.088,-1.064,1.023,4,3M Open
56,Tyler Duncan,0.046,0.731,-0.701,0.016,4,3M Open
57,Stewart Cink,0.044,-0.141,0.719,-0.534,4,3M Open
58,Davis Riley,-0.079,-0.321,-0.723,0.965,4,3M Open
59,Chris Gotterup,-0.087,0.378,-0.204,-0.260,4,3M Open
60,Wesley Bryan,-0.169,-1.791,0.996,0.626,4,3M Open
61,Adam Schenk,-0.184,0.976,-1.415,0.255,4,3M Open
62,Kevin Streelman,-0.249,0.746,-0.889,-0.106,4,3M Open
63,Robby Shelton,-0.293,0.580,-1.163,0.291,4,3M Open
64,Robert Streb,-0.357,0.022,-0.197,-0.183,4,3M Open
65,Rico Hoey,-0.372,0.176,0.181,-0.730,4,3M Open
66,Ben Silverman,-0.405,-0.371,0.151,-0.184,4,3M Open
67,Carson Young,-0.432,1.004,-0.397,-1.039,4,3M Open
68,Sam Stevens,-0.486,0.131,-0.302,-0.316,4,3M Open
69,Kevin Chappell,-0.710,-0.553,-0.336,0.180,4,3M Open
70,Dylan Wu,-0.746,-0.822,-0.057,0.132,4,3M Open
71,Cody Gribble,-1.198,-0.606,-1.391,0.799,4,3M Open
72,Kevin Yu,-1.265,-0.450,-0.963,0.148,4,3M Open
